design,fold_id,held_out_group,model_id,family,train_rows,validation_rows,fit_seconds,inference_seconds,n,mae,rmse,bias,r2,precision_weighted_n,precision_weighted_mae,precision_weighted_rmse,precision_weighted_bias,precision_weighted_r2
leave_profile_out,leave_profile_out_P-V01,P-V01,B1_persistence_last_rate,persistence,840,6,0.0004667000030167401,3.8700003642588854e-05,6,2.0691901748545094,3.1400543524203037,-1.4900751281877969,0.5875631147351201,6,2.004663024431809,3.068047665404322,-1.4134527175958917,0.59200463063525
leave_profile_out,leave_profile_out_P-V01,P-V01,B3_profile_robust_trend,profile_robust_trend,840,6,0.0010737999982666224,0.00032530000316910446,6,3.146673520346111,3.852151368115464,-3.146673520346111,0.3792884085667242,6,3.1089510382353307,3.807165714028645,-3.1089510382353307,0.37174697222069275
leave_profile_out,leave_profile_out_P-V01,P-V01,B5_fixed_kalman,fixed_kalman,840,6,0.0004628000024240464,0.01936320000095293,6,2.226842145749975,2.6746919543525856,-0.48228548559843004,0.7007523765664461,6,2.2299861075198875,2.6568547129477245,-0.3748479354049842,0.6940385987802717
leave_profile_out,leave_profile_out_P-V01,P-V01,M1_ridge,ridge,840,6,0.02829199998814147,0.011025700005120598,6,1.6856593328560976,2.2002464520838076,0.8660811019903569,0.7974996276597601,6,1.6799792689176647,2.19649087961764,0.8794306099895175,0.7908827603956042
leave_profile_out,leave_profile_out_P-V01,P-V01,M2_extra_trees,extra_trees,840,6,0.4976038000022527,0.020699600005173124,6,2.071152117675299,2.399580538002985,1.2476052909792728,0.7591460189212514,6,2.116178252998414,2.4451462772136927,1.2996773724021415,0.7408562617261908
leave_profile_out,leave_profile_out_P-V02,P-V02,B1_persistence_last_rate,persistence,837,7,0.00048210000386461616,3.4900003811344504e-05,7,3.9350261225850334,4.6148744472766285,1.4355642465305936,0.7003576897041726,7,3.9657585761344665,4.648981420529074,1.421526024338644,0.6887677459322712
leave_profile_out,leave_profile_out_P-V02,P-V02,B3_profile_robust_trend,profile_robust_trend,837,7,0.000966899999184534,0.00019559999054763466,7,3.84924572190682,4.075544045071149,-0.6635563704193322,0.7663022458842812,7,3.884888813021141,4.112071222117117,-0.6892525003805654,0.7565048959592677
leave_profile_out,leave_profile_out_P-V02,P-V02,B5_fixed_kalman,fixed_kalman,837,7,0.00042559999565128237,0.020973499995307066,7,4.031205004325558,5.059506964527293,3.1940731577965398,0.6398364545322606,7,4.052560148842224,5.086401655886752,3.1824072295040486,0.6274450990535458
leave_profile_out,leave_profile_out_P-V02,P-V02,M1_ridge,ridge,837,7,0.027600699992035516,0.011208900003111921,7,5.681529346326795,6.6084518887397286,3.402697594290148,0.3855552725339221,7,5.719422514851991,6.665549444970427,3.4214955858536618,0.3602049352327694
leave_profile_out,leave_profile_out_P-V02,P-V02,M2_extra_trees,extra_trees,837,7,0.4950048000027891,0.02052479999838397,7,3.9118279578908592,4.7837951145179405,3.1165355786585613,0.6780202946064944,7,3.9162725912298164,4.812619379416953,3.1028177285341885,0.6664722236025551
leave_profile_out,leave_profile_out_P-V03,P-V03,B1_persistence_last_rate,persistence,848,7,0.00045089999912306666,3.470000228844583e-05,7,3.213018183095235,4.218451985951987,-2.737669336746126,0.8763202984346978,7,3.2356429265330835,4.235687474409321,-2.774146303159295,0.8796333987424868
leave_profile_out,leave_profile_out_P-V03,P-V03,B3_profile_robust_trend,profile_robust_trend,848,7,0.0009069000079762191,0.0004628000024240464,7,4.6586459704889736,5.3349329355765205,-3.505162445770826,0.8021891374785087,7,4.683371324493092,5.354866732932906,-3.496573465999483,0.8076219517604817
leave_profile_out,leave_profile_out_P-V03,P-V03,B5_fixed_kalman,fixed_kalman,848,7,0.0004282000008970499,0.0206017000018619,7,2.9392503106018695,3.9964423495183965,-2.827835370374909,0.888995825157433,7,2.966356810208961,4.014345581630951,-2.858101362570626,0.8918845665479082
leave_profile_out,leave_profile_out_P-V03,P-V03,M1_ridge,ridge,848,7,0.028486399998655543,0.011058399992180057,7,5.852531795151658,6.5292878924404265,-5.721596996747272,0.7037053265249995,7,5.87551685515993,6.544585593065896,-5.748508866238396,0.7126425346286145
leave_profile_out,leave_profile_out_P-V03,P-V03,M2_extra_trees,extra_trees,848,7,0.5041701000009198,0.02037969999946654,7,4.388023781081375,4.951517621649814,-3.8934552632905364,0.8296002842990877,7,4.383689213659387,4.9494017876683545,-3.874576713385422,0.8356523108115979
leave_profile_out,leave_profile_out_P-V04,P-V04,B1_persistence_last_rate,persistence,856,7,0.0005032000044593588,3.470000228844583e-05,7,4.3818832497346785,4.6959968422378,-3.85118209937188,0.7457453380826045,7,4.363970225535126,4.684333509846202,-3.8030818272561837,0.7581104945772972
