design,fold_id,held_out_group,model_id,family,rows,n,mae,rmse,bias,r2
train_leave_zone_out,train_leave_zone_out_GEO_NE,GEO_NE,B8_student_t_robust_imm,imm_student_t_robust_observation,33,33,3.3559321704048743,4.154262913213624,1.8186302521166051,0.9032831196586704
train_leave_zone_out,train_leave_zone_out_GEO_NE,GEO_NE,B7_two_regime_imm,imm_damped_acceleration,33,33,3.3721253888868215,4.181548631254466,1.8088300778538362,0.9020084501499656
train_leave_zone_out,train_leave_zone_out_GEO_NE,GEO_NE,B6_adaptive_kalman,adaptive_kalman,33,33,3.8417447520034034,4.521563743841377,1.8056750466945655,0.8854245324323656
train_leave_zone_out,train_leave_zone_out_GEO_NE,GEO_NE,B5_fixed_kalman,fixed_kalman,33,33,4.012964233881753,4.750366817995518,1.663855387921886,0.8735355044725999
train_leave_zone_out,train_leave_zone_out_GEO_NE,GEO_NE,B1_persistence_last_rate,persistence,33,33,4.187919039983993,5.021607468202438,1.8766365154463085,0.8586812310085676
train_leave_zone_out,train_leave_zone_out_GEO_NW,GEO_NW,B8_student_t_robust_imm,imm_student_t_robust_observation,8,8,2.1471471679891825,2.7363153447312425,1.9649419555365912,0.9441015972894351
train_leave_zone_out,train_leave_zone_out_GEO_NW,GEO_NW,B7_two_regime_imm,imm_damped_acceleration,8,8,2.1487966387156616,2.74415955263218,1.9731928798580352,0.9437806494955424
train_leave_zone_out,train_leave_zone_out_GEO_NW,GEO_NW,B5_fixed_kalman,fixed_kalman,8,8,2.645497073676014,3.427111887352671,2.542811839599215,0.9123153297424564
train_leave_zone_out,train_leave_zone_out_GEO_NW,GEO_NW,B6_adaptive_kalman,adaptive_kalman,8,8,2.70199184632346,3.498727766965511,2.5844840804430085,0.9086123710324544
train_leave_zone_out,train_leave_zone_out_GEO_NW,GEO_NW,B1_persistence_last_rate,persistence,8,8,3.472175168014286,4.485550036935824,3.120424550692877,0.8497901135980757
train_leave_zone_out,train_leave_zone_out_GEO_SE,GEO_SE,B1_persistence_last_rate,persistence,8,8,3.8007133440178755,4.2412813071766715,1.2085333374107314,0.9852568743555614
train_leave_zone_out,train_leave_zone_out_GEO_SE,GEO_SE,B8_student_t_robust_imm,imm_student_t_robust_observation,8,8,4.448043397250757,5.335382796726016,-1.1798176253604233,0.9766693639914025
train_leave_zone_out,train_leave_zone_out_GEO_SE,GEO_SE,B7_two_regime_imm,imm_damped_acceleration,8,8,6.060279664001721,9.155954458721952,-2.8139222523091174,0.9312927355627805
train_leave_zone_out,train_leave_zone_out_GEO_SE,GEO_SE,B6_adaptive_kalman,adaptive_kalman,8,8,7.552900860619098,12.894970044991908,-3.207450183710585,0.8637187573031682
train_leave_zone_out,train_leave_zone_out_GEO_SE,GEO_SE,B5_fixed_kalman,fixed_kalman,8,8,7.956888745926525,13.83485179834281,-3.5644208826743675,0.8431283616236838
train_leave_zone_out,train_leave_zone_out_GEO_SW,GEO_SW,B1_persistence_last_rate,persistence,39,39,8.738019676979853,14.772395780148123,-0.1648131774963205,0.8810168036319053
train_leave_zone_out,train_leave_zone_out_GEO_SW,GEO_SW,B8_student_t_robust_imm,imm_student_t_robust_observation,39,39,9.024915687101855,15.728869800855765,-0.9556260328750895,0.8651102973815903
train_leave_zone_out,train_leave_zone_out_GEO_SW,GEO_SW,B7_two_regime_imm,imm_damped_acceleration,39,39,9.105395872302521,15.965277639005098,-0.04803011430463562,0.861024990291675
train_leave_zone_out,train_leave_zone_out_GEO_SW,GEO_SW,B6_adaptive_kalman,adaptive_kalman,39,39,9.825350702669372,16.4264164488859,-2.3397990266660993,0.8528807777529558
train_leave_zone_out,train_leave_zone_out_GEO_SW,GEO_SW,B5_fixed_kalman,fixed_kalman,39,39,10.662974831761383,17.854760592317014,-3.07185403602056,0.8261831701469544
train_rolling_origin,rolling_01,,B7_two_regime_imm,imm_damped_acceleration,90,90,6.458555648465504,13.877626246980736,-0.9359606830224407,0.7305626164853392
train_rolling_origin,rolling_01,,B8_student_t_robust_imm,imm_student_t_robust_observation,90,90,6.621833120998151,13.99417923788471,-0.8803749337361195,0.7260178036404543
train_rolling_origin,rolling_01,,B6_adaptive_kalman,adaptive_kalman,90,90,6.8415914809141185,14.023596556251064,-1.522289334802474,0.72486471096104
train_rolling_origin,rolling_01,,B5_fixed_kalman,fixed_kalman,90,90,7.035198031268578,14.310990114749236,-1.7995634167892895,0.7134721492347111
train_rolling_origin,rolling_01,,B1_persistence_last_rate,persistence,90,90,7.683236611748698,15.405258626742436,-1.8129383360053135,0.6679790665743993
train_rolling_origin,rolling_02,,B1_persistence_last_rate,persistence,12,12,8.34433068201465,10.921823564950591,-2.4655382251282263,0.9025306677650231
train_rolling_origin,rolling_02,,B6_adaptive_kalman,adaptive_kalman,12,12,9.66193756404128,12.510448276217605,-1.6320957511851402,0.87211387712727
train_rolling_origin,rolling_02,,B5_fixed_kalman,fixed_kalman,12,12,9.923779990830786,13.510649785523908,-2.195345502008807,0.8508476326307914
train_rolling_origin,rolling_02,,B7_two_regime_imm,imm_damped_acceleration,12,12,10.421515823189903,14.1774052927464,1.7046114841862694,0.8357629304788352
