tuning_context,candidate_key,q_base,acceleration_gain,inner_fold_id,train_rows,validation_rows,train_target_date_max,validation_target_date_min,validation_target_date_max,train_sample_ids_sha256,validation_sample_ids_sha256,n,mae,rmse,bias,r2,candidate_aggregate_mae,candidate_aggregate_rmse,selected
outer::leave_profile_out_P-H02,q=100|gain=0,100.0,0.0,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,10.182625230977393,19.048326743456744,-8.409521363769025,0.6854889349695881,6.271970578414556,10.570095146009583,False
outer::leave_profile_out_P-H02,q=100|gain=0,100.0,0.0,rolling_03,758,81,2023-07-25,2023-11-07,2023-11-07,fb89f5b5fb5d36eca41082fe2878f8e87ca112ab9f8e787ce8204320f9b04e64,f750803f8774b0a53d14798fdd369aee4890809b7de7918893e2f69ed575b77d,81,5.842893756591068,10.36742791928054,1.0562897222100482,0.8998857574128938,6.271970578414556,10.570095146009583,False
outer::leave_profile_out_P-H02,q=25|gain=0.25,25.0,0.25,rolling_01,670,81,2023-01-17,2023-05-16,2023-05-16,8ea6fc4a05e6df7513a5867548bccb7b0d6f5134dab9cc3c2d7a18d0b576c115,940f5b20042bf707144c69265250e69d222ec3de5a98a4aa15598f559c2048d2,81,6.362045435137636,8.860069799473798,-1.0508265541917643,0.8927437329435925,6.3183198290886615,10.146662016772527,False
outer::leave_profile_out_P-H02,q=25|gain=0.25,25.0,0.25,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,9.608727521768317,18.045610855602416,-7.8759356314819655,0.7177295337067818,6.3183198290886615,10.146662016772527,False
outer::leave_profile_out_P-H02,q=25|gain=0.25,25.0,0.25,rolling_03,758,81,2023-07-25,2023-11-07,2023-11-07,fb89f5b5fb5d36eca41082fe2878f8e87ca112ab9f8e787ce8204320f9b04e64,f750803f8774b0a53d14798fdd369aee4890809b7de7918893e2f69ed575b77d,81,5.990238002684654,10.40018784310632,1.1831030641260663,0.8992520579483408,6.3183198290886615,10.146662016772527,False
outer::leave_profile_out_P-H02,q=400|gain=0,400.0,0.0,rolling_01,670,81,2023-01-17,2023-05-16,2023-05-16,8ea6fc4a05e6df7513a5867548bccb7b0d6f5134dab9cc3c2d7a18d0b576c115,940f5b20042bf707144c69265250e69d222ec3de5a98a4aa15598f559c2048d2,81,6.640686885259085,10.458659522319847,-0.8462879869783123,0.8505484439830934,6.445782344314237,10.960248201547913,False
outer::leave_profile_out_P-H02,q=400|gain=0,400.0,0.0,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,10.228438768154092,19.08131925029724,-8.306879515347978,0.684398498535998,6.445782344314237,10.960248201547913,False
outer::leave_profile_out_P-H02,q=400|gain=0,400.0,0.0,rolling_03,758,81,2023-07-25,2023-11-07,2023-11-07,fb89f5b5fb5d36eca41082fe2878f8e87ca112ab9f8e787ce8204320f9b04e64,f750803f8774b0a53d14798fdd369aee4890809b7de7918893e2f69ed575b77d,81,5.923981569210389,10.477915857727021,1.236083586034329,0.8977405082110788,6.445782344314237,10.960248201547913,False
outer::leave_profile_out_P-H02,q=2|gain=0.5,2.0,0.5,rolling_01,670,81,2023-01-17,2023-05-16,2023-05-16,8ea6fc4a05e6df7513a5867548bccb7b0d6f5134dab9cc3c2d7a18d0b576c115,940f5b20042bf707144c69265250e69d222ec3de5a98a4aa15598f559c2048d2,81,6.468889624511585,8.889531332729304,-0.973026010322696,0.8920292492291345,6.668728702830656,10.635762009601658,False
outer::leave_profile_out_P-H02,q=2|gain=0.5,2.0,0.5,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,9.51972405294664,18.071322276371376,-6.425206238463086,0.716924601683057,6.668728702830656,10.635762009601658,False
outer::leave_profile_out_P-H02,q=2|gain=0.5,2.0,0.5,rolling_03,758,81,2023-07-25,2023-11-07,2023-11-07,fb89f5b5fb5d36eca41082fe2878f8e87ca112ab9f8e787ce8204320f9b04e64,f750803f8774b0a53d14798fdd369aee4890809b7de7918893e2f69ed575b77d,81,6.62218546694217,11.347621870524414,1.0511413283718223,0.8800601425793169,6.668728702830656,10.635762009601658,False
outer::leave_profile_out_P-H02,q=10|gain=0.5,10.0,0.5,rolling_01,670,81,2023-01-17,2023-05-16,2023-05-16,8ea6fc4a05e6df7513a5867548bccb7b0d6f5134dab9cc3c2d7a18d0b576c115,940f5b20042bf707144c69265250e69d222ec3de5a98a4aa15598f559c2048d2,81,7.14839834894306,9.300515566563792,-0.9572003305448242,0.881814978331745,6.850284657520406,10.422104072443869,False
outer::leave_profile_out_P-H02,q=10|gain=0.5,10.0,0.5,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,9.148942968642185,17.156383485225852,-7.261260671084652,0.7448628174024292,6.850284657520406,10.422104072443869,False
outer::leave_profile_out_P-H02,q=10|gain=0.5,10.0,0.5,rolling_03,758,81,2023-07-25,2023-11-07,2023-11-07,fb89f5b5fb5d36eca41082fe2878f8e87ca112ab9f8e787ce8204320f9b04e64,f750803f8774b0a53d14798fdd369aee4890809b7de7918893e2f69ed575b77d,81,6.353521482420562,10.709385276480216,1.4715122020660243,0.8931725399547499,6.850284657520406,10.422104072443869,False
outer::leave_profile_out_P-H02,q=0.5|gain=0,0.5,0.0,rolling_01,670,81,2023-01-17,2023-05-16,2023-05-16,8ea6fc4a05e6df7513a5867548bccb7b0d6f5134dab9cc3c2d7a18d0b576c115,940f5b20042bf707144c69265250e69d222ec3de5a98a4aa15598f559c2048d2,81,6.087492226280532,12.028124183531542,-1.0312763984409559,0.802328436313676,6.855291382870606,13.72097528811605,False
outer::leave_profile_out_P-H02,q=0.5|gain=0,0.5,0.0,rolling_02,751,7,2023-05-16,2023-07-25,2023-07-25,2d1cd811122e8771881bd46b212e899add432ef56ef13b787d40671be2a116dc,5899575d8da1a6773e508ab7edb9ea8adb4b3a934101060537c6635a0ed7568a,7,12.132609651449975,23.005409242731854,-5.817675212228886,0.5412435411599981,6.855291382870606,13.72097528811605,False
