old_row_id,new_row_id,row_kind,vn_ids,finding_id
GEO-0282,MGEO-0282,mining_geometry,EV-VN-S028-0148,DOCS_LEAKAGE-019
GEO-0283,MGEO-0283,mining_geometry,EV-VN-S028-0152,DOCS_LEAKAGE-019
GEO-0284,MGEO-0284,mining_geometry,EV-VN-S028-0166,DOCS_LEAKAGE-019
GEO-0285,MGEO-0285,mining_geometry,EV-VN-S028-0189,DOCS_LEAKAGE-019
GEO-0286,MGEO-0286,mining_geometry,EV-VN-S028-0192,DOCS_LEAKAGE-019
GEO-0287,MGEO-0287,mining_geometry,EV-VN-S029-0076,DOCS_LEAKAGE-019
GEO-0288,MGEO-0288,mining_geometry,EV-VN-S029-0225,DOCS_LEAKAGE-019
GEO-0289,MGEO-0289,mining_geometry,EV-VN-S029-0251,DOCS_LEAKAGE-019
GEO-0290,MGEO-0290,mining_geometry,EV-VN-S029-0261,DOCS_LEAKAGE-019
GEO-0291,MGEO-0291,mining_geometry,EV-VN-S031-0004,DOCS_LEAKAGE-019
GEO-0292,MGEO-0292,mining_geometry,EV-VN-S032-0011,DOCS_LEAKAGE-019
GEO-0293,MGEO-0293,mining_geometry,EV-VN-S032-0017,DOCS_LEAKAGE-019
GEO-0294,MGEO-0294,mining_geometry,EV-VN-S033-0008,DOCS_LEAKAGE-019
GEO-0295,MGEO-0295,mining_geometry,EV-VN-S034-0008,DOCS_LEAKAGE-019
GEO-0296,MGEO-0296,mining_geometry,EV-VN-S034-0009,DOCS_LEAKAGE-019
GEO-0297,MGEO-0297,mining_geometry,EV-VN-S034-0022,DOCS_LEAKAGE-019
GEO-0298,MGEO-0298,mining_geometry,EV-VN-S037-0101,DOCS_LEAKAGE-019
GEO-0299,MGEO-0299,mining_geometry,EV-VN-S037-0199,DOCS_LEAKAGE-019
GEO-0300,MGEO-0300,mining_geometry,EV-VN-S037-0206,DOCS_LEAKAGE-019
GEO-0301,MGEO-0301,mining_geometry,EV-VN-S037-0207,DOCS_LEAKAGE-019
GEO-0302,MGEO-0302,mining_geometry,EV-VN-S037-0209,DOCS_LEAKAGE-019
GEO-0303,MGEO-0303,mining_geometry,EV-VN-S037-0210,DOCS_LEAKAGE-019
GEO-0304,MGEO-0304,mining_geometry,EV-VN-S037-0211,DOCS_LEAKAGE-019
GEO-0305,MGEO-0305,mining_geometry,EV-VN-S037-0213,DOCS_LEAKAGE-019
GEO-0306,MGEO-0306,mining_geometry,EV-VN-S037-0215,DOCS_LEAKAGE-019
GEO-0307,MGEO-0307,mining_geometry,EV-VN-S037-0218,DOCS_LEAKAGE-019
GEO-0308,MGEO-0308,mining_geometry,EV-VN-S037-0219,DOCS_LEAKAGE-019
GEO-0309,MGEO-0309,mining_geometry,EV-VN-S037-0221,DOCS_LEAKAGE-019
GEO-0310,MGEO-0310,mining_geometry,EV-VN-S037-0222,DOCS_LEAKAGE-019
GEO-0311,MGEO-0311,mining_geometry,EV-VN-S037-0225,DOCS_LEAKAGE-019
GEO-0312,MGEO-0312,mining_geometry,EV-VN-S037-0227,DOCS_LEAKAGE-019
GEO-0313,MGEO-0313,mining_geometry,EV-VN-S037-0229,DOCS_LEAKAGE-019
GEO-0314,MGEO-0314,mining_geometry,EV-VN-S037-0234,DOCS_LEAKAGE-019
GEO-0315,MGEO-0315,mining_geometry,EV-VN-S037-0237,DOCS_LEAKAGE-019
GEO-0316,MGEO-0316,mining_geometry,EV-VN-S037-0238,DOCS_LEAKAGE-019
GEO-0317,MGEO-0317,mining_geometry,EV-VN-S037-0240,DOCS_LEAKAGE-019
GEO-0318,MGEO-0318,mining_geometry,EV-VN-S037-0246,DOCS_LEAKAGE-019
GEO-0319,MGEO-0319,mining_geometry,EV-VN-S037-0251,DOCS_LEAKAGE-019
GEO-0320,MGEO-0320,mining_geometry,EV-VN-S037-0261,DOCS_LEAKAGE-019
GEO-0321,MGEO-0321,mining_geometry,EV-VN-S037-0263,DOCS_LEAKAGE-019
GEO-0322,MGEO-0322,mining_geometry,EV-VN-S037-0274,DOCS_LEAKAGE-019
GEO-0323,MGEO-0323,mining_geometry,EV-VN-S037-0275,DOCS_LEAKAGE-019
GEO-0324,MGEO-0324,mining_geometry,EV-VN-S037-0278,DOCS_LEAKAGE-019
GEO-0325,MGEO-0325,mining_geometry,EV-VN-S037-0282,DOCS_LEAKAGE-019
GEO-0326,MGEO-0326,mining_geometry,EV-VN-S037-0293,DOCS_LEAKAGE-019
GEO-0327,MGEO-0327,mining_geometry,EV-VN-S037-0296,DOCS_LEAKAGE-019
GEO-0328,MGEO-0328,mining_geometry,EV-VN-S037-0299,DOCS_LEAKAGE-019
GEO-0329,MGEO-0329,mining_geometry,EV-VN-S037-0302,DOCS_LEAKAGE-019
GEO-0330,MGEO-0330,mining_geometry,EV-VN-S037-0303,DOCS_LEAKAGE-019
GEO-0331,MGEO-0331,mining_geometry,EV-VN-S037-0314,DOCS_LEAKAGE-019
GEO-0332,MGEO-0332,mining_geometry,EV-VN-S037-0317,DOCS_LEAKAGE-019
GEO-0333,MGEO-0333,mining_geometry,EV-VN-S037-0322,DOCS_LEAKAGE-019
GEO-0334,MGEO-0334,mining_geometry,EV-VN-S037-0327,DOCS_LEAKAGE-019
GEO-0335,MGEO-0335,mining_geometry,EV-VN-S037-0331,DOCS_LEAKAGE-019
GEO-0336,MGEO-0336,mining_geometry,EV-VN-S037-0342,DOCS_LEAKAGE-019
GEO-0337,MGEO-0337,mining_geometry,EV-VN-S037-0350,DOCS_LEAKAGE-019
GEO-0338,MGEO-0338,mining_geometry,EV-VN-S037-0352,DOCS_LEAKAGE-019
GEO-0339,MGEO-0339,mining_geometry,EV-VN-S037-0354,DOCS_LEAKAGE-019
GEO-0340,MGEO-0340,mining_geometry,EV-VN-S037-0355,DOCS_LEAKAGE-019
GEO-0341,MGEO-0341,mining_geometry,EV-VN-S037-0356,DOCS_LEAKAGE-019
GEO-0342,MGEO-0342,mining_geometry,EV-VN-S037-0360,DOCS_LEAKAGE-019
GEO-0343,MGEO-0343,mining_geometry,EV-VN-S037-0364,DOCS_LEAKAGE-019
GEO-0344,MGEO-0344,mining_geometry,EV-VN-S037-0370,DOCS_LEAKAGE-019
GEO-0345,MGEO-0345,mining_geometry,EV-VN-S037-0375,DOCS_LEAKAGE-019
GEO-0346,MGEO-0346,mining_geometry,EV-VN-S037-0379,DOCS_LEAKAGE-019
GEO-0347,MGEO-0347,mining_geometry,EV-VN-S037-0384,DOCS_LEAKAGE-019
GEO-0348,MGEO-0348,mining_geometry,EV-VN-S037-0391,DOCS_LEAKAGE-019
GEO-0349,MGEO-0349,mining_geometry,EV-VN-S037-0396,DOCS_LEAKAGE-019
GEO-0350,MGEO-0350,mining_geometry,EV-VN-S037-0399,DOCS_LEAKAGE-019
GEO-0351,MGEO-0351,mining_geometry,EV-VN-S037-0402,DOCS_LEAKAGE-019
GEO-0352,MGEO-0352,mining_geometry,EV-VN-S037-0405,DOCS_LEAKAGE-019
GEO-0353,MGEO-0353,mining_geometry,EV-VN-S037-0408,DOCS_LEAKAGE-019
GEO-0354,MGEO-0354,mining_geometry,EV-VN-S037-0409,DOCS_LEAKAGE-019
GEO-0355,MGEO-0355,mining_geometry,EV-VN-S037-0410,DOCS_LEAKAGE-019
GEO-0356,MGEO-0356,mining_geometry,EV-VN-S037-0414,DOCS_LEAKAGE-019
GEO-0357,MGEO-0357,mining_geometry,EV-VN-S037-0418,DOCS_LEAKAGE-019
GEO-0358,MGEO-0358,mining_geometry,EV-VN-S037-0420,DOCS_LEAKAGE-019
GEO-0359,MGEO-0359,mining_geometry,EV-VN-S037-0425,DOCS_LEAKAGE-019
GEO-0360,MGEO-0360,mining_geometry,EV-VN-S037-0432,DOCS_LEAKAGE-019
GEO-0361,MGEO-0361,mining_geometry,EV-VN-S037-0438,DOCS_LEAKAGE-019
GEO-0362,MGEO-0362,mining_geometry,EV-VN-S037-0439,DOCS_LEAKAGE-019
GEO-0363,MGEO-0363,mining_geometry,EV-VN-S037-0442,DOCS_LEAKAGE-019
GEO-0364,MGEO-0364,mining_geometry,EV-VN-S037-0444,DOCS_LEAKAGE-019
GEO-0365,MGEO-0365,mining_geometry,EV-VN-S037-0447,DOCS_LEAKAGE-019
GEO-0366,MGEO-0366,mining_geometry,EV-VN-S037-0451,DOCS_LEAKAGE-019
GEO-0367,MGEO-0367,mining_geometry,EV-VN-S037-0459,DOCS_LEAKAGE-019
GEO-0368,MGEO-0368,mining_geometry,EV-VN-S037-0463,DOCS_LEAKAGE-019
GEO-0369,MGEO-0369,mining_geometry,EV-VN-S037-0464,DOCS_LEAKAGE-019
GEO-0370,MGEO-0370,mining_geometry,EV-VN-S037-0465,DOCS_LEAKAGE-019
GEO-0371,MGEO-0371,mining_geometry,EV-VN-S037-0468,DOCS_LEAKAGE-019
GEO-0372,MGEO-0372,mining_geometry,EV-VN-S037-0495,DOCS_LEAKAGE-019
GEO-0373,MGEO-0373,mining_geometry,EV-VN-S037-0504,DOCS_LEAKAGE-019
GEO-0374,MGEO-0374,mining_geometry,EV-VN-S037-0608,DOCS_LEAKAGE-019
GEO-0375,MGEO-0375,mining_geometry,EV-VN-S037-0623,DOCS_LEAKAGE-019
GEO-0376,MGEO-0376,mining_geometry,EV-VN-S037-0624,DOCS_LEAKAGE-019
GEO-0377,MGEO-0377,mining_geometry,EV-VN-S037-0669,DOCS_LEAKAGE-019
GEO-0378,MGEO-0378,mining_geometry,EV-VN-S037-0706,DOCS_LEAKAGE-019
GEO-0379,MGEO-0379,mining_geometry,EV-VN-S037-0740,DOCS_LEAKAGE-019
GEO-0380,MGEO-0380,mining_geometry,EV-VN-S037-0748,DOCS_LEAKAGE-019
GEO-0381,MGEO-0381,mining_geometry,EV-VN-S037-0749,DOCS_LEAKAGE-019
GEO-0382,MGEO-0382,mining_geometry,EV-VN-S037-0757,DOCS_LEAKAGE-019
GEO-0383,MGEO-0383,mining_geometry,EV-VN-S037-0776,DOCS_LEAKAGE-019
GEO-0384,MGEO-0384,mining_geometry,EV-VN-S037-0777,DOCS_LEAKAGE-019
GEO-0385,MGEO-0385,mining_geometry,EV-VN-S037-0778,DOCS_LEAKAGE-019
GEO-0386,MGEO-0386,mining_geometry,EV-VN-S037-0794,DOCS_LEAKAGE-019
GEO-0387,MGEO-0387,mining_geometry,EV-VN-S037-0797,DOCS_LEAKAGE-019
GEO-0388,MGEO-0388,mining_geometry,EV-VN-S037-0807,DOCS_LEAKAGE-019
GEO-0389,MGEO-0389,mining_geometry,EV-VN-S037-0822,DOCS_LEAKAGE-019
GEO-0390,MGEO-0390,mining_geometry,EV-VN-S037-0823,DOCS_LEAKAGE-019
GEO-0391,MGEO-0391,mining_geometry,EV-VN-S037-0832,DOCS_LEAKAGE-019
GEO-0392,MGEO-0392,mining_geometry,EV-VN-S037-0840,DOCS_LEAKAGE-019
GEO-0393,MGEO-0393,mining_geometry,EV-VN-S037-0847,DOCS_LEAKAGE-019
GEO-0394,MGEO-0394,mining_geometry,EV-VN-S037-0855,DOCS_LEAKAGE-019
GEO-0395,MGEO-0395,mining_geometry,EV-VN-S037-0869,DOCS_LEAKAGE-019
GEO-0396,MGEO-0396,mining_geometry,EV-VN-S037-0871,DOCS_LEAKAGE-019
GEO-0397,MGEO-0397,mining_geometry,EV-VN-S037-0875,DOCS_LEAKAGE-019
GEO-0398,MGEO-0398,mining_geometry,EV-VN-S037-0953,DOCS_LEAKAGE-019
GEO-0399,MGEO-0399,mining_geometry,EV-VN-S037-0968,DOCS_LEAKAGE-019
GEO-0400,MGEO-0400,mining_geometry,EV-VN-S037-0974,DOCS_LEAKAGE-019
GEO-0401,MGEO-0401,mining_geometry,EV-VN-S037-1059,DOCS_LEAKAGE-019
GEO-0402,MGEO-0402,mining_geometry,EV-VN-S037-1067,DOCS_LEAKAGE-019
GEO-0403,MGEO-0403,mining_geometry,EV-VN-S037-1068,DOCS_LEAKAGE-019
GEO-0404,MGEO-0404,mining_geometry,EV-VN-S037-1104,DOCS_LEAKAGE-019
GEO-0405,MGEO-0405,mining_geometry,EV-VN-S037-1108,DOCS_LEAKAGE-019
GEO-0406,MGEO-0406,mining_geometry,EV-VN-S037-1112,DOCS_LEAKAGE-019
GEO-0407,MGEO-0407,mining_geometry,EV-VN-S037-1122,DOCS_LEAKAGE-019
GEO-0408,MGEO-0408,mining_geometry,EV-VN-S037-1160,DOCS_LEAKAGE-019
GEO-0409,MGEO-0409,mining_geometry,EV-VN-S037-1166,DOCS_LEAKAGE-019
GEO-0410,MGEO-0410,mining_geometry,EV-VN-S037-1168,DOCS_LEAKAGE-019
GEO-0411,MGEO-0411,mining_geometry,EV-VN-S037-1170,DOCS_LEAKAGE-019
GEO-0412,MGEO-0412,mining_geometry,EV-VN-S037-1173,DOCS_LEAKAGE-019
GEO-0413,MGEO-0413,mining_geometry,EV-VN-S037-1182,DOCS_LEAKAGE-019
GEO-0414,MGEO-0414,mining_geometry,EV-VN-S037-1193,DOCS_LEAKAGE-019
GEO-0415,MGEO-0415,mining_geometry,EV-VN-S037-1199,DOCS_LEAKAGE-019
GEO-0416,MGEO-0416,mining_geometry,EV-VN-S038-0004,DOCS_LEAKAGE-019
GEO-0417,MGEO-0417,mining_geometry,EV-VN-S040-0055,DOCS_LEAKAGE-019
GEO-0418,MGEO-0418,mining_geometry,EV-VN-S040-0056,DOCS_LEAKAGE-019
GEO-0419,MGEO-0419,mining_geometry,EV-VN-S040-0062,DOCS_LEAKAGE-019
GEO-0420,MGEO-0420,mining_geometry,EV-VN-S040-0063,DOCS_LEAKAGE-019
GEO-0421,MGEO-0421,mining_geometry,EV-VN-S040-0223,DOCS_LEAKAGE-019
GEO-0422,MGEO-0422,mining_geometry,EV-VN-S040-0272,DOCS_LEAKAGE-019
GEO-0423,MGEO-0423,mining_geometry,EV-VN-S040-0284,DOCS_LEAKAGE-019
GEO-0424,MGEO-0424,mining_geometry,EV-VN-S040-0289,DOCS_LEAKAGE-019
GEO-0425,MGEO-0425,mining_geometry,EV-VN-S040-0293,DOCS_LEAKAGE-019
GEO-0426,MGEO-0426,mining_geometry,EV-VN-S040-0300,DOCS_LEAKAGE-019
GEO-0427,MGEO-0427,mining_geometry,EV-VN-S040-0313,DOCS_LEAKAGE-019
GEO-0428,MGEO-0428,mining_geometry,EV-VN-S040-0327,DOCS_LEAKAGE-019
GEO-0429,MGEO-0429,engineering_rule,EV-VN-S011-1537,DOCS_LEAKAGE-019
GEO-0430,MGEO-0430,engineering_rule,EV-VN-S011-2070,DOCS_LEAKAGE-019
GEO-0431,MGEO-0431,engineering_rule,EV-VN-S012-0020,DOCS_LEAKAGE-019
GEO-0432,MGEO-0432,engineering_rule,EV-VN-S012-0021,DOCS_LEAKAGE-019
GEO-0433,MGEO-0433,engineering_rule,EV-VN-S012-0026,DOCS_LEAKAGE-019
GEO-0434,MGEO-0434,engineering_rule,EV-VN-S012-0032,DOCS_LEAKAGE-019
GEO-0435,MGEO-0435,engineering_rule,EV-VN-S012-0035,DOCS_LEAKAGE-019
GEO-0436,MGEO-0436,engineering_rule,EV-VN-S012-0070,DOCS_LEAKAGE-019
GEO-0437,MGEO-0437,engineering_rule,EV-VN-S012-0188,DOCS_LEAKAGE-019
GEO-0438,MGEO-0438,engineering_rule,EV-VN-S012-0257,DOCS_LEAKAGE-019
GEO-0439,MGEO-0439,engineering_rule,EV-VN-S012-0576,DOCS_LEAKAGE-019
GEO-0440,MGEO-0440,engineering_rule,EV-VN-S014-0340,DOCS_LEAKAGE-019
GEO-0441,MGEO-0441,engineering_rule,EV-VN-S014-0403,DOCS_LEAKAGE-019
GEO-0442,MGEO-0442,engineering_rule,EV-VN-S014-0411,DOCS_LEAKAGE-019
GEO-0443,MGEO-0443,engineering_rule,EV-VN-S014-0415,DOCS_LEAKAGE-019
GEO-0444,MGEO-0444,engineering_rule,EV-VN-S014-0432,DOCS_LEAKAGE-019
GEO-0445,MGEO-0445,engineering_rule,EV-VN-S014-0545,DOCS_LEAKAGE-019
GEO-0446,MGEO-0446,engineering_rule,EV-VN-S014-0577,DOCS_LEAKAGE-019
GEO-0447,MGEO-0447,engineering_rule,EV-VN-S014-0657,DOCS_LEAKAGE-019
GEO-0448,MGEO-0448,engineering_rule,EV-VN-S014-0675,DOCS_LEAKAGE-019
GEO-0449,MGEO-0449,engineering_rule,EV-VN-S014-0677,DOCS_LEAKAGE-019
GEO-0450,MGEO-0450,engineering_rule,EV-VN-S014-0817,DOCS_LEAKAGE-019
GEO-0451,MGEO-0451,engineering_rule,EV-VN-S014-0826,DOCS_LEAKAGE-019
GEO-0452,MGEO-0452,engineering_rule,EV-VN-S014-0827,DOCS_LEAKAGE-019
GEO-0453,MGEO-0453,engineering_rule,EV-VN-S014-0846,DOCS_LEAKAGE-019
GEO-0454,MGEO-0454,engineering_rule,EV-VN-S014-0856,DOCS_LEAKAGE-019
GEO-0455,MGEO-0455,engineering_rule,EV-VN-S014-0860,DOCS_LEAKAGE-019
GEO-0456,MGEO-0456,engineering_rule,EV-VN-S014-0866,DOCS_LEAKAGE-019
GEO-0457,MGEO-0457,engineering_rule,EV-VN-S014-0877,DOCS_LEAKAGE-019
GEO-0458,MGEO-0458,engineering_rule,EV-VN-S014-0889,DOCS_LEAKAGE-019
GEO-0459,MGEO-0459,engineering_rule,EV-VN-S014-0896,DOCS_LEAKAGE-019
GEO-0460,MGEO-0460,engineering_rule,EV-VN-S014-0902,DOCS_LEAKAGE-019
GEO-0461,MGEO-0461,engineering_rule,EV-VN-S014-1005,DOCS_LEAKAGE-019
GEO-0462,MGEO-0462,engineering_rule,EV-VN-S014-1015,DOCS_LEAKAGE-019
GEO-0463,MGEO-0463,engineering_rule,EV-VN-S014-1018,DOCS_LEAKAGE-019
GEO-0464,MGEO-0464,engineering_rule,EV-VN-S014-1041,DOCS_LEAKAGE-019
GEO-0465,MGEO-0465,engineering_rule,EV-VN-S014-1046,DOCS_LEAKAGE-019
GEO-0466,MGEO-0466,engineering_rule,EV-VN-S014-1056,DOCS_LEAKAGE-019
GEO-0467,MGEO-0467,engineering_rule,EV-VN-S015-0009,DOCS_LEAKAGE-019
GEO-0468,MGEO-0468,engineering_rule,EV-VN-S016-0008,DOCS_LEAKAGE-019
GEO-0469,MGEO-0469,engineering_rule,EV-VN-S016-0079,DOCS_LEAKAGE-019
GEO-0470,MGEO-0470,engineering_rule,EV-VN-S019-0014,DOCS_LEAKAGE-019
GEO-0471,MGEO-0471,engineering_rule,EV-VN-S019-0015,DOCS_LEAKAGE-019
GEO-0472,MGEO-0472,engineering_rule,EV-VN-S020-0125,DOCS_LEAKAGE-019
GEO-0473,MGEO-0473,engineering_rule,EV-VN-S020-0140,DOCS_LEAKAGE-019
GEO-0474,MGEO-0474,engineering_rule,EV-VN-S020-0141,DOCS_LEAKAGE-019
GEO-0475,MGEO-0475,engineering_rule,EV-VN-S020-0148,DOCS_LEAKAGE-019
GEO-0476,MGEO-0476,engineering_rule,EV-VN-S020-0153,DOCS_LEAKAGE-019
GEO-0477,MGEO-0477,engineering_rule,EV-VN-S020-0179,DOCS_LEAKAGE-019
GEO-0478,MGEO-0478,engineering_rule,EV-VN-S020-0219,DOCS_LEAKAGE-019
GEO-0479,MGEO-0479,engineering_rule,EV-VN-S020-0257,DOCS_LEAKAGE-019
GEO-0480,MGEO-0480,engineering_rule,EV-VN-S021-0013,DOCS_LEAKAGE-019
GEO-0481,MGEO-0481,engineering_rule,EV-VN-S021-0024,DOCS_LEAKAGE-019
GEO-0482,MGEO-0482,engineering_rule,EV-VN-S021-0025,DOCS_LEAKAGE-019
GEO-0483,MGEO-0483,engineering_rule,EV-VN-S023-0175,DOCS_LEAKAGE-019
GEO-0484,MGEO-0484,engineering_rule,EV-VN-S023-0176,DOCS_LEAKAGE-019
GEO-0485,MGEO-0485,engineering_rule,EV-VN-S025-0133,DOCS_LEAKAGE-019
GEO-0486,MGEO-0486,engineering_rule,EV-VN-S025-0201,DOCS_LEAKAGE-019
GEO-0487,MGEO-0487,engineering_rule,EV-VN-S025-0216,DOCS_LEAKAGE-019
GEO-0488,MGEO-0488,engineering_rule,EV-VN-S025-0218,DOCS_LEAKAGE-019
GEO-0489,MGEO-0489,engineering_rule,EV-VN-S025-0222,DOCS_LEAKAGE-019
GEO-0490,MGEO-0490,engineering_rule,EV-VN-S025-0323,DOCS_LEAKAGE-019
GEO-0491,MGEO-0491,engineering_rule,EV-VN-S025-0345,DOCS_LEAKAGE-019
GEO-0492,MGEO-0492,engineering_rule,EV-VN-S025-0371,DOCS_LEAKAGE-019
GEO-0493,MGEO-0493,engineering_rule,EV-VN-S025-0654,DOCS_LEAKAGE-019
GEO-0494,MGEO-0494,engineering_rule,EV-VN-S025-0898,DOCS_LEAKAGE-019
GEO-0495,MGEO-0495,engineering_rule,EV-VN-S025-0900,DOCS_LEAKAGE-019
GEO-0496,MGEO-0496,engineering_rule,EV-VN-S026-0007,DOCS_LEAKAGE-019
GEO-0497,MGEO-0497,engineering_rule,EV-VN-S026-0010,DOCS_LEAKAGE-019
GEO-0498,MGEO-0498,engineering_rule,EV-VN-S026-0012,DOCS_LEAKAGE-019
GEO-0499,MGEO-0499,engineering_rule,EV-VN-S026-0044,DOCS_LEAKAGE-019
GEO-0500,MGEO-0500,engineering_rule,EV-VN-S026-0045,DOCS_LEAKAGE-019
GEO-0501,MGEO-0501,engineering_rule,EV-VN-S026-0046,DOCS_LEAKAGE-019
GEO-0502,MGEO-0502,engineering_rule,EV-VN-S026-0048,DOCS_LEAKAGE-019
GEO-0503,MGEO-0503,engineering_rule,EV-VN-S026-0062,DOCS_LEAKAGE-019
GEO-0504,MGEO-0504,engineering_rule,EV-VN-S026-0064,DOCS_LEAKAGE-019
GEO-0505,MGEO-0505,engineering_rule,EV-VN-S026-0070,DOCS_LEAKAGE-019
GEO-0506,MGEO-0506,engineering_rule,EV-VN-S026-0082,DOCS_LEAKAGE-019
GEO-0507,MGEO-0507,engineering_rule,EV-VN-S026-0099,DOCS_LEAKAGE-019
GEO-0508,MGEO-0508,engineering_rule,EV-VN-S026-0106,DOCS_LEAKAGE-019
GEO-0509,MGEO-0509,engineering_rule,EV-VN-S026-0115,DOCS_LEAKAGE-019
GEO-0510,MGEO-0510,engineering_rule,EV-VN-S027-0016,DOCS_LEAKAGE-019
GEO-0511,MGEO-0511,engineering_rule,EV-VN-S027-0019,DOCS_LEAKAGE-019
GEO-0512,MGEO-0512,engineering_rule,EV-VN-S027-0021,DOCS_LEAKAGE-019
GEO-0513,MGEO-0513,engineering_rule,EV-VN-S028-0012,DOCS_LEAKAGE-019
GEO-0514,MGEO-0514,engineering_rule,EV-VN-S028-0017,DOCS_LEAKAGE-019
GEO-0515,MGEO-0515,engineering_rule,EV-VN-S028-0019,DOCS_LEAKAGE-019
GEO-0516,MGEO-0516,engineering_rule,EV-VN-S028-0140,DOCS_LEAKAGE-019
GEO-0517,MGEO-0517,engineering_rule,EV-VN-S028-0165,DOCS_LEAKAGE-019
GEO-0518,MGEO-0518,engineering_rule,EV-VN-S028-0193,DOCS_LEAKAGE-019
GEO-0519,MGEO-0519,engineering_rule,EV-VN-S032-0004,DOCS_LEAKAGE-019
GEO-0520,MGEO-0520,engineering_rule,EV-VN-S033-0004,DOCS_LEAKAGE-019
GEO-0521,MGEO-0521,engineering_rule,EV-VN-S037-0174,DOCS_LEAKAGE-019
GEO-0522,MGEO-0522,engineering_rule,EV-VN-S037-0205,DOCS_LEAKAGE-019
GEO-0523,MGEO-0523,engineering_rule,EV-VN-S037-0223,DOCS_LEAKAGE-019
GEO-0524,MGEO-0524,engineering_rule,EV-VN-S037-0224,DOCS_LEAKAGE-019
GEO-0525,MGEO-0525,engineering_rule,EV-VN-S037-0262,DOCS_LEAKAGE-019
GEO-0526,MGEO-0526,engineering_rule,EV-VN-S037-0280,DOCS_LEAKAGE-019
GEO-0527,MGEO-0527,engineering_rule,EV-VN-S037-0301,DOCS_LEAKAGE-019
GEO-0528,MGEO-0528,engineering_rule,EV-VN-S037-0305,DOCS_LEAKAGE-019
GEO-0529,MGEO-0529,engineering_rule,EV-VN-S037-0348,DOCS_LEAKAGE-019
GEO-0530,MGEO-0530,engineering_rule,EV-VN-S037-0417,DOCS_LEAKAGE-019
GEO-0531,MGEO-0531,engineering_rule,EV-VN-S037-0419,DOCS_LEAKAGE-019
GEO-0532,MGEO-0532,engineering_rule,EV-VN-S037-0445,DOCS_LEAKAGE-019
GEO-0533,MGEO-0533,engineering_rule,EV-VN-S037-0480,DOCS_LEAKAGE-019
GEO-0534,MGEO-0534,engineering_rule,EV-VN-S037-0484,DOCS_LEAKAGE-019
GEO-0535,MGEO-0535,engineering_rule,EV-VN-S037-0485,DOCS_LEAKAGE-019
GEO-0536,MGEO-0536,engineering_rule,EV-VN-S037-0494,DOCS_LEAKAGE-019
GEO-0537,MGEO-0537,engineering_rule,EV-VN-S037-0505,DOCS_LEAKAGE-019
GEO-0538,MGEO-0538,engineering_rule,EV-VN-S037-0542,DOCS_LEAKAGE-019
GEO-0539,MGEO-0539,engineering_rule,EV-VN-S037-0546,DOCS_LEAKAGE-019
GEO-0540,MGEO-0540,engineering_rule,EV-VN-S037-0547,DOCS_LEAKAGE-019
GEO-0541,MGEO-0541,engineering_rule,EV-VN-S037-0574,DOCS_LEAKAGE-019
GEO-0542,MGEO-0542,engineering_rule,EV-VN-S037-0584,DOCS_LEAKAGE-019
GEO-0543,MGEO-0543,engineering_rule,EV-VN-S037-0585,DOCS_LEAKAGE-019
GEO-0544,MGEO-0544,engineering_rule,EV-VN-S037-0588,DOCS_LEAKAGE-019
GEO-0545,MGEO-0545,engineering_rule,EV-VN-S037-0591,DOCS_LEAKAGE-019
GEO-0546,MGEO-0546,engineering_rule,EV-VN-S037-0595,DOCS_LEAKAGE-019
GEO-0547,MGEO-0547,engineering_rule,EV-VN-S037-0630,DOCS_LEAKAGE-019
GEO-0548,MGEO-0548,engineering_rule,EV-VN-S037-0646,DOCS_LEAKAGE-019
GEO-0549,MGEO-0549,engineering_rule,EV-VN-S037-0697,DOCS_LEAKAGE-019
GEO-0550,MGEO-0550,engineering_rule,EV-VN-S037-0774,DOCS_LEAKAGE-019
GEO-0551,MGEO-0551,engineering_rule,EV-VN-S037-0836,DOCS_LEAKAGE-019
GEO-0552,MGEO-0552,engineering_rule,EV-VN-S037-0878,DOCS_LEAKAGE-019
GEO-0553,MGEO-0553,engineering_rule,EV-VN-S037-0880,DOCS_LEAKAGE-019
GEO-0554,MGEO-0554,engineering_rule,EV-VN-S037-0900,DOCS_LEAKAGE-019
GEO-0555,MGEO-0555,engineering_rule,EV-VN-S037-0907,DOCS_LEAKAGE-019
GEO-0556,MGEO-0556,engineering_rule,EV-VN-S037-0952,DOCS_LEAKAGE-019
GEO-0557,MGEO-0557,engineering_rule,EV-VN-S037-1062,DOCS_LEAKAGE-019
GEO-0558,MGEO-0558,engineering_rule,EV-VN-S037-1063,DOCS_LEAKAGE-019
GEO-0559,MGEO-0559,engineering_rule,EV-VN-S037-1070,DOCS_LEAKAGE-019
GEO-0560,MGEO-0560,engineering_rule,EV-VN-S037-1128,DOCS_LEAKAGE-019
GEO-0561,MGEO-0561,engineering_rule,EV-VN-S037-1165,DOCS_LEAKAGE-019
GEO-0562,MGEO-0562,engineering_rule,EV-VN-S040-0353,DOCS_LEAKAGE-019
GEO-0563,MGEO-0563,engineering_rule,EV-VN-S040-0366,DOCS_LEAKAGE-019
