outer_fold_id,model_id,candidate_index,parameter_sha256,parameter_json,status,failure,inner_folds,inner_rows,inner_mae,inner_crps,inner_b1_mae,transition_rows,transition_mae,transition_b1_mae,transition_guardrail_status,probabilistic_mae_guardrail_passed,probabilistic_score_available,eligible,selected,selection_status,median_effective_iterations
rolling_origin_2022-07-19,Z09_lightgbm,4,4ad1e384234d5c9f6088b65fd3b57c293148d0370576413b3be71b080cfe3606,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":10,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l1"",""reg_lambda"":1.0}",COMPLETE,,3,194,5.6123515551397105,,5.336089923564329,52,9.548773309932448,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,103
rolling_origin_2022-07-19,Z09_lightgbm,5,912e36c933db1abe9db92f842212fbbe99c34ba53dd00606a905a9ef2e9c2e67,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":10,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l1"",""reg_lambda"":10.0}",COMPLETE,,3,194,5.719342589263959,,5.336089923564329,52,9.810231271517251,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,263
rolling_origin_2022-07-19,Z09_lightgbm,6,9592d1dcf476d4eb5e4d16fceb4a3fd182e793c3504d67d2d4713ad7a00ce162,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":10,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l2"",""reg_lambda"":1.0}",COMPLETE,,3,194,5.386996532453253,,5.336089923564329,52,8.128026942112127,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,250
rolling_origin_2022-07-19,Z09_lightgbm,7,5b2c961e0dd0360f28eb98add2bb9bc68d6e477f9e7712a0c11f3d4d1e0f5b15,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":10,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l2"",""reg_lambda"":10.0}",COMPLETE,,3,194,5.286150288979211,,5.336089923564329,52,7.893622426417967,7.2165938149920965,PASS,True,True,True,False,NOT_SELECTED,489
rolling_origin_2022-07-19,Z09_lightgbm,8,3f75d8ff1f8b695c633b22a24d41eb116d37519a2cce8a1ed81fc3248d3cb5b5,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":15,""objective"":""l1"",""reg_lambda"":1.0}",COMPLETE,,3,194,5.565613371815363,,5.336089923564329,52,9.529937964587964,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,205
rolling_origin_2022-07-19,Z09_lightgbm,9,8da29a019e5b45721af4ea3f4dceb501b5e9488f4e9ef7b83a2fae74dbe538b4,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":15,""objective"":""l1"",""reg_lambda"":10.0}",COMPLETE,,3,194,5.579991616197295,,5.336089923564329,52,9.531314214043949,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,190
rolling_origin_2022-07-19,Z09_lightgbm,10,dc71935d7aba90c33d2e5c5ea151658063fdfb4c11dbf0cab4763ab78ed1d0d2,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":15,""objective"":""l2"",""reg_lambda"":1.0}",COMPLETE,,3,194,5.057770553446633,,5.336089923564329,52,7.76067600605556,7.2165938149920965,PASS,True,True,True,False,NOT_SELECTED,1619
rolling_origin_2022-07-19,Z09_lightgbm,11,52c307f6b95aa05f07b3737c38b21484711bc5a2cb8f89ce36a181bf9eeeaf6a,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":15,""objective"":""l2"",""reg_lambda"":10.0}",COMPLETE,,3,194,4.993541590684293,,5.336089923564329,52,7.606400564030637,7.2165938149920965,PASS,True,True,True,True,SELECTED_PREREGISTERED_GUARDRAILS_PASS,1401
rolling_origin_2022-07-19,Z09_lightgbm,12,1115ac312457951d54a66dc5aa08086130688be148c1af4fcd93ee234a6cac20,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l1"",""reg_lambda"":1.0}",COMPLETE,,3,194,5.600218522335886,,5.336089923564329,52,9.625934770559624,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,76
rolling_origin_2022-07-19,Z09_lightgbm,13,65df4b98331f441be4fead562901f0da9bbf035222612cc43a3f4e0fa43869ee,"{""deterministic"":true,""device_type"":""cpu"",""early_stopping_rounds"":100,""force_col_wise"":true,""learning_rate"":0.05,""min_child_samples"":30,""n_estimators"":2000,""n_jobs"":1,""num_leaves"":7,""objective"":""l1"",""reg_lambda"":10.0}",COMPLETE,,3,194,5.735337236546437,,5.336089923564329,52,9.978936694144146,7.2165938149920965,FAIL_TRANSITION_GUARDRAIL,True,True,False,False,NOT_SELECTED,193
