id,source_id,locator,line,method,interval_start,interval_end,x_label_as_printed,value_mm,digitization_status,digitization_uncertainty_mm,status,scope,evidence_note,position_index,reading_origin,raster_x_px,raster_y_px,legacy_point_id
OBS-MUS-P15-5-LEVELLING-029,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.25,-28.7,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,245.391,118.5,SUP01-P5-LEVELING-2015_2016-005
OBS-MUS-P15-5-LEVELLING-030,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.3,-24.6,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,277.739,114.5,SUP01-P5-LEVELING-2015_2016-006
OBS-MUS-P15-5-LEVELLING-031,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.35,-20.4,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,310.087,110.5,SUP01-P5-LEVELING-2015_2016-007
OBS-MUS-P15-5-LEVELLING-032,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.4,-19.3,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,342.435,109.5,SUP01-P5-LEVELING-2015_2016-008
OBS-MUS-P15-5-LEVELLING-033,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.45,-18.3,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,374.783,108.5,SUP01-P5-LEVELING-2015_2016-009
OBS-MUS-P15-5-LEVELLING-034,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.5,-15.7,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,407.13,106,SUP01-P5-LEVELING-2015_2016-010
OBS-MUS-P15-5-LEVELLING-035,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.55,-17.2,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,439.478,107.5,SUP01-P5-LEVELING-2015_2016-011
OBS-MUS-P15-5-LEVELLING-036,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.6,-18.3,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,12,atlas_digitization,471.826,108.5,SUP01-P5-LEVELING-2015_2016-012
OBS-MUS-P15-5-LEVELLING-037,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.65,-18.8,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,13,atlas_digitization,504.174,109,SUP01-P5-LEVELING-2015_2016-013
OBS-MUS-P15-5-LEVELLING-038,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.7,-18.3,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,14,atlas_digitization,536.522,108.5,SUP01-P5-LEVELING-2015_2016-014
OBS-MUS-P15-5-LEVELLING-039,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.75,-22.5,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,15,atlas_digitization,568.87,112.5,SUP01-P5-LEVELING-2015_2016-015
OBS-MUS-P15-5-LEVELLING-040,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.8,-22.5,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,16,atlas_digitization,601.217,112.5,SUP01-P5-LEVELING-2015_2016-016
OBS-MUS-P15-5-LEVELLING-041,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.85,-25.6,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,17,atlas_digitization,633.565,115.5,SUP01-P5-LEVELING-2015_2016-017
OBS-MUS-P15-5-LEVELLING-042,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.9,-30.8,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,18,atlas_digitization,665.913,120.5,SUP01-P5-LEVELING-2015_2016-018
OBS-MUS-P15-5-LEVELLING-043,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,0.95,-35.0,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,19,atlas_digitization,698.261,124.5,SUP01-P5-LEVELING-2015_2016-019
OBS-MUS-P15-5-LEVELLING-044,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,1,-40.2,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,20,atlas_digitization,730.609,129.5,SUP01-P5-LEVELING-2015_2016-020
OBS-MUS-P15-5-LEVELLING-045,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,1.05,-43.4,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,21,atlas_digitization,762.957,132.5,SUP01-P5-LEVELING-2015_2016-021
OBS-MUS-P15-5-LEVELLING-046,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,1.1,-46.5,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,22,atlas_digitization,795.304,135.5,SUP01-P5-LEVELING-2015_2016-022
OBS-MUS-P15-5-LEVELLING-047,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,1.15,-47.5,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,23,atlas_digitization,827.652,136.5,SUP01-P5-LEVELING-2015_2016-023
OBS-MUS-P15-5-LEVELLING-048,VKM-SRC-002,PDF p.15,5,levelling,2015,2016,1.2,-43.4,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,24,atlas_digitization,860,132.5,SUP01-P5-LEVELING-2015_2016-024
OBS-MUS-P15-5-INSAR-001,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0,-234.6,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,116,315.5,SUP01-P5-RADAR-2011_2016-001
OBS-MUS-P15-5-INSAR-002,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.1,-186.5,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,148.348,269.5,SUP01-P5-RADAR-2011_2016-002
OBS-MUS-P15-5-INSAR-003,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.15,-154.1,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,180.696,238.5,SUP01-P5-RADAR-2011_2016-003
OBS-MUS-P15-5-INSAR-004,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.2,-145.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,213.043,230.5,SUP01-P5-RADAR-2011_2016-004
OBS-MUS-P15-5-INSAR-005,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.25,-133.2,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,245.391,218.5,SUP01-P5-RADAR-2011_2016-005
OBS-MUS-P15-5-INSAR-006,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.3,-125.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,277.739,211.5,SUP01-P5-RADAR-2011_2016-006
OBS-MUS-P15-5-INSAR-007,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.35,-124.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,310.087,210.5,SUP01-P5-RADAR-2011_2016-007
OBS-MUS-P15-5-INSAR-008,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.4,-122.8,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,342.435,208.5,SUP01-P5-RADAR-2011_2016-008
OBS-MUS-P15-5-INSAR-009,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.45,-123.8,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,374.783,209.5,SUP01-P5-RADAR-2011_2016-009
OBS-MUS-P15-5-INSAR-010,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.5,-130.1,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,407.13,215.5,SUP01-P5-RADAR-2011_2016-010
OBS-MUS-P15-5-INSAR-011,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.55,-138.4,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,439.478,223.5,SUP01-P5-RADAR-2011_2016-011
OBS-MUS-P15-5-INSAR-012,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.6,-144.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,12,atlas_digitization,471.826,229.5,SUP01-P5-RADAR-2011_2016-012
OBS-MUS-P15-5-INSAR-013,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.65,-154.1,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,13,atlas_digitization,504.174,238.5,SUP01-P5-RADAR-2011_2016-013
OBS-MUS-P15-5-INSAR-014,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.7,-163.5,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,14,atlas_digitization,536.522,247.5,SUP01-P5-RADAR-2011_2016-014
OBS-MUS-P15-5-INSAR-015,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.75,-172.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,15,atlas_digitization,568.87,256.5,SUP01-P5-RADAR-2011_2016-015
OBS-MUS-P15-5-INSAR-016,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.8,-190.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,16,atlas_digitization,601.217,273.5,SUP01-P5-RADAR-2011_2016-016
OBS-MUS-P15-5-INSAR-017,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.85,-214.7,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,17,atlas_digitization,633.565,296.5,SUP01-P5-RADAR-2011_2016-017
OBS-MUS-P15-5-INSAR-018,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.9,-245.0,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,18,atlas_digitization,665.913,325.5,SUP01-P5-RADAR-2011_2016-018
OBS-MUS-P15-5-INSAR-019,VKM-SRC-002,PDF p.15,5,insar,2011,2016,0.95,-269.0,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,19,atlas_digitization,698.261,348.5,SUP01-P5-RADAR-2011_2016-019
OBS-MUS-P15-5-INSAR-020,VKM-SRC-002,PDF p.15,5,insar,2011,2016,1,-284.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,20,atlas_digitization,730.609,363.5,SUP01-P5-RADAR-2011_2016-020
OBS-MUS-P15-5-INSAR-021,VKM-SRC-002,PDF p.15,5,insar,2011,2016,1.05,-267.5,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,21,atlas_digitization,762.957,347,SUP01-P5-RADAR-2011_2016-021
OBS-MUS-P15-5-INSAR-022,VKM-SRC-002,PDF p.15,5,insar,2011,2016,1.1,-238.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,22,atlas_digitization,795.304,319.5,SUP01-P5-RADAR-2011_2016-022
OBS-MUS-P15-5-INSAR-023,VKM-SRC-002,PDF p.15,5,insar,2011,2016,1.15,-211.6,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,23,atlas_digitization,827.652,293.5,SUP01-P5-RADAR-2011_2016-023
OBS-MUS-P15-5-INSAR-024,VKM-SRC-002,PDF p.15,5,insar,2011,2016,1.2,-170.8,digitized_marker_or_visible_curve,3.1,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,24,atlas_digitization,860,254.5,SUP01-P5-RADAR-2011_2016-024
OBS-MUS-P15-5-INSAR-025,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0,-46.0,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,116,135,SUP01-P5-RADAR-2015_2016-001
OBS-MUS-P15-5-INSAR-026,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.1,-35.5,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,148.348,125,SUP01-P5-RADAR-2015_2016-002
OBS-MUS-P15-5-INSAR-027,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.15,-30.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,180.696,120,SUP01-P5-RADAR-2015_2016-003
OBS-MUS-P15-5-INSAR-028,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.2,-27.2,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,213.043,117,SUP01-P5-RADAR-2015_2016-004
OBS-MUS-P15-5-INSAR-029,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.25,-26.1,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,245.391,116,SUP01-P5-RADAR-2015_2016-005
OBS-MUS-P15-5-INSAR-030,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.3,-21.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,277.739,112,SUP01-P5-RADAR-2015_2016-006
OBS-MUS-P15-5-INSAR-031,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.35,-21.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,310.087,112,SUP01-P5-RADAR-2015_2016-007
OBS-MUS-P15-5-INSAR-032,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.4,-21.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,342.435,112,SUP01-P5-RADAR-2015_2016-008
OBS-MUS-P15-5-INSAR-033,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.45,-25.1,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,374.783,115,SUP01-P5-RADAR-2015_2016-009
OBS-MUS-P15-5-INSAR-034,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.5,-28.2,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,407.13,118,SUP01-P5-RADAR-2015_2016-010
OBS-MUS-P15-5-INSAR-035,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.55,-30.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,439.478,120,SUP01-P5-RADAR-2015_2016-011
OBS-MUS-P15-5-INSAR-036,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.6,-31.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,12,atlas_digitization,471.826,121,SUP01-P5-RADAR-2015_2016-012
OBS-MUS-P15-5-INSAR-037,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.65,-32.4,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,13,atlas_digitization,504.174,122,SUP01-P5-RADAR-2015_2016-013
OBS-MUS-P15-5-INSAR-038,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.7,-30.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,14,atlas_digitization,536.522,120,SUP01-P5-RADAR-2015_2016-014
OBS-MUS-P15-5-INSAR-039,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.75,-30.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,15,atlas_digitization,568.87,120,SUP01-P5-RADAR-2015_2016-015
OBS-MUS-P15-5-INSAR-040,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.8,-31.3,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,16,atlas_digitization,601.217,121,SUP01-P5-RADAR-2015_2016-016
OBS-MUS-P15-5-INSAR-041,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.85,-34.5,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,17,atlas_digitization,633.565,124,SUP01-P5-RADAR-2015_2016-017
OBS-MUS-P15-5-INSAR-042,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.9,-37.6,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,18,atlas_digitization,665.913,127,SUP01-P5-RADAR-2015_2016-018
OBS-MUS-P15-5-INSAR-043,VKM-SRC-002,PDF p.15,5,insar,2015,2016,0.95,-42.8,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,19,atlas_digitization,698.261,132,SUP01-P5-RADAR-2015_2016-019
OBS-MUS-P15-5-INSAR-044,VKM-SRC-002,PDF p.15,5,insar,2015,2016,1,-44.9,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,20,atlas_digitization,730.609,134,SUP01-P5-RADAR-2015_2016-020
OBS-MUS-P15-5-INSAR-045,VKM-SRC-002,PDF p.15,5,insar,2015,2016,1.05,-42.8,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,21,atlas_digitization,762.957,132,SUP01-P5-RADAR-2015_2016-021
OBS-MUS-P15-5-INSAR-046,VKM-SRC-002,PDF p.15,5,insar,2015,2016,1.1,-38.7,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,22,atlas_digitization,795.304,128,SUP01-P5-RADAR-2015_2016-022
OBS-MUS-P15-5-INSAR-047,VKM-SRC-002,PDF p.15,5,insar,2015,2016,1.15,-35.5,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,23,atlas_digitization,827.652,125,SUP01-P5-RADAR-2015_2016-023
OBS-MUS-P15-5-INSAR-048,VKM-SRC-002,PDF p.15,5,insar,2015,2016,1.2,-36.6,partially_occluded_approximation,8.4,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,24,atlas_digitization,860,126,SUP01-P5-RADAR-2015_2016-024
OBS-MUS-P15-17-LEVELLING-001,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.0,-132.2,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,135.5,312.5,SUP01-P17-LEVELING-2011_2016-001
OBS-MUS-P15-17-LEVELLING-002,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.1,-147.2,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,205.9,337.5,SUP01-P17-LEVELING-2011_2016-002
OBS-MUS-P15-17-LEVELLING-003,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.2,-169.9,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,276.3,375.5,SUP01-P17-LEVELING-2011_2016-003
OBS-MUS-P15-17-LEVELLING-004,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.2,-175.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,346.7,385.5,SUP01-P17-LEVELING-2011_2016-004
OBS-MUS-P15-17-LEVELLING-005,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.3,-168.7,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,417.1,373.5,SUP01-P17-LEVELING-2011_2016-005
OBS-MUS-P15-17-LEVELLING-006,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.3,-158.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,487.5,357,SUP01-P17-LEVELING-2011_2016-006
OBS-MUS-P15-17-LEVELLING-007,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.4,,unresolved_occlusion,,UNKNOWN,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,557.9,,SUP01-P17-LEVELING-2011_2016-007
OBS-MUS-P15-17-LEVELLING-008,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.4,,unresolved_occlusion,,UNKNOWN,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,628.3,,SUP01-P17-LEVELING-2011_2016-008
OBS-MUS-P15-17-LEVELLING-009,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.5,-79.7,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,698.7,224.5,SUP01-P17-LEVELING-2011_2016-009
OBS-MUS-P15-17-LEVELLING-010,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.5,-71.9,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,769.1,211.5,SUP01-P17-LEVELING-2011_2016-010
OBS-MUS-P15-17-LEVELLING-011,VKM-SRC-002,PDF p.15,17,levelling,2011,2016,0.6,-70.7,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,839.5,209.5,SUP01-P17-LEVELING-2011_2016-011
OBS-MUS-P15-17-LEVELLING-012,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.0,-18.2,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,135.5,121.5,SUP01-P17-LEVELING-2015_2016-001
OBS-MUS-P15-17-LEVELLING-013,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.1,-21.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,205.9,127.5,SUP01-P17-LEVELING-2015_2016-002
OBS-MUS-P15-17-LEVELLING-014,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.2,-26.0,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,276.3,134.5,SUP01-P17-LEVELING-2015_2016-003
OBS-MUS-P15-17-LEVELLING-015,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.2,-26.3,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,346.7,135,SUP01-P17-LEVELING-2015_2016-004
OBS-MUS-P15-17-LEVELLING-016,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.3,-25.7,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,417.1,134,SUP01-P17-LEVELING-2015_2016-005
OBS-MUS-P15-17-LEVELLING-017,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.3,-23.6,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,487.5,130.5,SUP01-P17-LEVELING-2015_2016-006
OBS-MUS-P15-17-LEVELLING-018,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.4,-15.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,557.9,117.5,SUP01-P17-LEVELING-2015_2016-007
OBS-MUS-P15-17-LEVELLING-019,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.4,-12.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,628.3,112.5,SUP01-P17-LEVELING-2015_2016-008
