id,source_id,locator,line,method,interval_start,interval_end,x_label_as_printed,value_mm,digitization_status,digitization_uncertainty_mm,status,scope,evidence_note,position_index,reading_origin,raster_x_px,raster_y_px,legacy_point_id
OBS-MUS-P15-17-LEVELLING-020,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.5,-12.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,698.7,112.5,SUP01-P17-LEVELING-2015_2016-009
OBS-MUS-P15-17-LEVELLING-021,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.5,-13.4,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,769.1,113.5,SUP01-P17-LEVELING-2015_2016-010
OBS-MUS-P15-17-LEVELLING-022,VKM-SRC-002,PDF p.15,17,levelling,2015,2016,0.6,-12.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,839.5,112.5,SUP01-P17-LEVELING-2015_2016-011
OBS-MUS-P15-17-INSAR-001,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.0,-153.7,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,135.5,348.5,SUP01-P17-RADAR-2011_2016-001
OBS-MUS-P15-17-INSAR-002,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.1,-160.9,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,205.9,360.5,SUP01-P17-RADAR-2011_2016-002
OBS-MUS-P15-17-INSAR-003,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.2,-147.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,276.3,338.5,SUP01-P17-RADAR-2011_2016-003
OBS-MUS-P15-17-INSAR-004,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.2,-144.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,346.7,333.5,SUP01-P17-RADAR-2011_2016-004
OBS-MUS-P15-17-INSAR-005,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.3,-142.4,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,417.1,329.5,SUP01-P17-RADAR-2011_2016-005
OBS-MUS-P15-17-INSAR-006,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.3,-130.4,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,487.5,309.5,SUP01-P17-RADAR-2011_2016-006
OBS-MUS-P15-17-INSAR-007,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.4,-99.4,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,557.9,257.5,SUP01-P17-RADAR-2011_2016-007
OBS-MUS-P15-17-INSAR-008,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.4,-75.5,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,628.3,217.5,SUP01-P17-RADAR-2011_2016-008
OBS-MUS-P15-17-INSAR-009,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.5,-54.6,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,698.7,182.5,SUP01-P17-RADAR-2011_2016-009
OBS-MUS-P15-17-INSAR-010,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.5,-52.8,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,769.1,179.5,SUP01-P17-RADAR-2011_2016-010
OBS-MUS-P15-17-INSAR-011,VKM-SRC-002,PDF p.15,17,insar,2011,2016,0.6,-51.0,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,839.5,176.5,SUP01-P17-RADAR-2011_2016-011
OBS-MUS-P15-17-INSAR-012,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.0,-18.2,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,135.5,121.5,SUP01-P17-RADAR-2015_2016-001
OBS-MUS-P15-17-INSAR-013,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.1,-20.6,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,205.9,125.5,SUP01-P17-RADAR-2015_2016-002
OBS-MUS-P15-17-INSAR-014,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.2,-19.1,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,276.3,123,SUP01-P17-RADAR-2015_2016-003
OBS-MUS-P15-17-INSAR-015,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.2,-19.1,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,346.7,123,SUP01-P17-RADAR-2015_2016-004
OBS-MUS-P15-17-INSAR-016,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.3,-19.1,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,417.1,123,SUP01-P17-RADAR-2015_2016-005
OBS-MUS-P15-17-INSAR-017,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.3,-15.5,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,487.5,117,SUP01-P17-RADAR-2015_2016-006
OBS-MUS-P15-17-INSAR-018,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.4,-12.5,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,557.9,112,SUP01-P17-RADAR-2015_2016-007
OBS-MUS-P15-17-INSAR-019,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.4,-11.0,digitized_marker_or_visible_curve,1.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,628.3,109.5,SUP01-P17-RADAR-2015_2016-008
OBS-MUS-P15-17-INSAR-020,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.5,-4.2,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,698.7,98,SUP01-P17-RADAR-2015_2016-009
OBS-MUS-P15-17-INSAR-021,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.5,-6.6,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,769.1,102,SUP01-P17-RADAR-2015_2016-010
OBS-MUS-P15-17-INSAR-022,VKM-SRC-002,PDF p.15,17,insar,2015,2016,0.6,-7.2,partially_occluded_approximation,4.8,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,839.5,103,SUP01-P17-RADAR-2015_2016-011
OBS-MUS-P15-6-LEVELLING-001,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,0,4.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,112.5,126.5,SUP01-P6-LEVELING-2015_2016-001
OBS-MUS-P15-6-LEVELLING-002,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,2.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,137.5,135.5,SUP01-P6-LEVELING-2015_2016-002
OBS-MUS-P15-6-LEVELLING-003,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,0.3,2.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,162.5,138.5,SUP01-P6-LEVELING-2015_2016-003
OBS-MUS-P15-6-LEVELLING-004,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,0.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,187.5,150.5,SUP01-P6-LEVELING-2015_2016-004
OBS-MUS-P15-6-LEVELLING-005,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,0.5,0.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,212.5,147.5,SUP01-P6-LEVELING-2015_2016-005
OBS-MUS-P15-6-LEVELLING-006,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-3.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,237.5,173.5,SUP01-P6-LEVELING-2015_2016-006
OBS-MUS-P15-6-LEVELLING-007,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,0.7,-6.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,262.5,195.5,SUP01-P6-LEVELING-2015_2016-007
OBS-MUS-P15-6-LEVELLING-008,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-7.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,287.5,201.5,SUP01-P6-LEVELING-2015_2016-008
OBS-MUS-P15-6-LEVELLING-009,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,0.9,-5.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,312.5,189.5,SUP01-P6-LEVELING-2015_2016-009
OBS-MUS-P15-6-LEVELLING-010,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-8.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,337.5,202.5,SUP01-P6-LEVELING-2015_2016-010
OBS-MUS-P15-6-LEVELLING-011,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,1.1,-8.2,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,362.5,203.5,SUP01-P6-LEVELING-2015_2016-011
OBS-MUS-P15-6-LEVELLING-012,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-10.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,12,atlas_digitization,387.5,219.5,SUP01-P6-LEVELING-2015_2016-012
OBS-MUS-P15-6-LEVELLING-013,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,1.3,-16.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,13,atlas_digitization,412.5,255.5,SUP01-P6-LEVELING-2015_2016-013
OBS-MUS-P15-6-LEVELLING-014,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-21.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,14,atlas_digitization,437.5,282.5,SUP01-P6-LEVELING-2015_2016-014
OBS-MUS-P15-6-LEVELLING-015,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,1.5,-21.1,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,15,atlas_digitization,462.5,283.5,SUP01-P6-LEVELING-2015_2016-015
OBS-MUS-P15-6-LEVELLING-016,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-27.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,16,atlas_digitization,487.5,323.5,SUP01-P6-LEVELING-2015_2016-016
OBS-MUS-P15-6-LEVELLING-017,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,1.7,-34.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,17,atlas_digitization,512.5,367,SUP01-P6-LEVELING-2015_2016-017
OBS-MUS-P15-6-LEVELLING-018,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-43.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,18,atlas_digitization,537.5,424,SUP01-P6-LEVELING-2015_2016-018
OBS-MUS-P15-6-LEVELLING-019,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,1.9,-48.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,19,atlas_digitization,562.5,453.5,SUP01-P6-LEVELING-2015_2016-019
OBS-MUS-P15-6-LEVELLING-020,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-47.7,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,20,atlas_digitization,587.5,448,SUP01-P6-LEVELING-2015_2016-020
OBS-MUS-P15-6-LEVELLING-021,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,2.1,-36.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,21,atlas_digitization,612.5,381,SUP01-P6-LEVELING-2015_2016-021
OBS-MUS-P15-6-LEVELLING-022,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-26.2,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,22,atlas_digitization,637.5,315,SUP01-P6-LEVELING-2015_2016-022
OBS-MUS-P15-6-LEVELLING-023,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,2.3,-17.7,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,23,atlas_digitization,662.5,262.5,SUP01-P6-LEVELING-2015_2016-023
OBS-MUS-P15-6-LEVELLING-024,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-8.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,24,atlas_digitization,687.5,204.5,SUP01-P6-LEVELING-2015_2016-024
OBS-MUS-P15-6-LEVELLING-025,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,2.5,-7.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,25,atlas_digitization,712.5,196,SUP01-P6-LEVELING-2015_2016-025
OBS-MUS-P15-6-LEVELLING-026,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-3.7,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,26,atlas_digitization,737.5,175.5,SUP01-P6-LEVELING-2015_2016-026
OBS-MUS-P15-6-LEVELLING-027,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,2.7,-4.7,partially_occluded_approximation,1.3,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,27,atlas_digitization,762.5,182,SUP01-P6-LEVELING-2015_2016-027
OBS-MUS-P15-6-LEVELLING-028,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-3.2,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,28,atlas_digitization,787.5,172.5,SUP01-P6-LEVELING-2015_2016-028
OBS-MUS-P15-6-LEVELLING-029,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,2.9,-7.5,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,29,atlas_digitization,812.5,199.5,SUP01-P6-LEVELING-2015_2016-029
OBS-MUS-P15-6-LEVELLING-030,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,,-1.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,30,atlas_digitization,837.5,163,SUP01-P6-LEVELING-2015_2016-030
OBS-MUS-P15-6-LEVELLING-031,VKM-SRC-002,PDF p.15,6,levelling,2015,2016,3.1,1.5,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,31,atlas_digitization,862.5,143.5,SUP01-P6-LEVELING-2015_2016-031
OBS-MUS-P15-6-INSAR-001,VKM-SRC-002,PDF p.15,6,insar,2015,2016,0,-0.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,1,atlas_digitization,112.5,157.5,SUP01-P6-RADAR-2015_2016-001
OBS-MUS-P15-6-INSAR-002,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-0.9,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,2,atlas_digitization,137.5,158.5,SUP01-P6-RADAR-2015_2016-002
OBS-MUS-P15-6-INSAR-003,VKM-SRC-002,PDF p.15,6,insar,2015,2016,0.3,-3.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,3,atlas_digitization,162.5,176.5,SUP01-P6-RADAR-2015_2016-003
OBS-MUS-P15-6-INSAR-004,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-9.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,4,atlas_digitization,187.5,212.5,SUP01-P6-RADAR-2015_2016-004
OBS-MUS-P15-6-INSAR-005,VKM-SRC-002,PDF p.15,6,insar,2015,2016,0.5,-5.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,5,atlas_digitization,212.5,186,SUP01-P6-RADAR-2015_2016-005
OBS-MUS-P15-6-INSAR-006,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-10.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,6,atlas_digitization,237.5,218.5,SUP01-P6-RADAR-2015_2016-006
OBS-MUS-P15-6-INSAR-007,VKM-SRC-002,PDF p.15,6,insar,2015,2016,0.7,-17.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,7,atlas_digitization,262.5,261.5,SUP01-P6-RADAR-2015_2016-007
OBS-MUS-P15-6-INSAR-008,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-18.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,8,atlas_digitization,287.5,264,SUP01-P6-RADAR-2015_2016-008
OBS-MUS-P15-6-INSAR-009,VKM-SRC-002,PDF p.15,6,insar,2015,2016,0.9,-23.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,9,atlas_digitization,312.5,297,SUP01-P6-RADAR-2015_2016-009
OBS-MUS-P15-6-INSAR-010,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-22.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,10,atlas_digitization,337.5,291.5,SUP01-P6-RADAR-2015_2016-010
OBS-MUS-P15-6-INSAR-011,VKM-SRC-002,PDF p.15,6,insar,2015,2016,1.1,-16.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,11,atlas_digitization,362.5,252,SUP01-P6-RADAR-2015_2016-011
OBS-MUS-P15-6-INSAR-012,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-16.1,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,12,atlas_digitization,387.5,252.5,SUP01-P6-RADAR-2015_2016-012
OBS-MUS-P15-6-INSAR-013,VKM-SRC-002,PDF p.15,6,insar,2015,2016,1.3,-12.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,13,atlas_digitization,412.5,229.5,SUP01-P6-RADAR-2015_2016-013
OBS-MUS-P15-6-INSAR-014,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-14.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,14,atlas_digitization,437.5,239.5,SUP01-P6-RADAR-2015_2016-014
OBS-MUS-P15-6-INSAR-015,VKM-SRC-002,PDF p.15,6,insar,2015,2016,1.5,-9.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,15,atlas_digitization,462.5,212.5,SUP01-P6-RADAR-2015_2016-015
OBS-MUS-P15-6-INSAR-016,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-14.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,16,atlas_digitization,487.5,242,SUP01-P6-RADAR-2015_2016-016
OBS-MUS-P15-6-INSAR-017,VKM-SRC-002,PDF p.15,6,insar,2015,2016,1.7,-22.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,17,atlas_digitization,512.5,291.5,SUP01-P6-RADAR-2015_2016-017
OBS-MUS-P15-6-INSAR-018,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-36.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,18,atlas_digitization,537.5,380.5,SUP01-P6-RADAR-2015_2016-018
OBS-MUS-P15-6-INSAR-019,VKM-SRC-002,PDF p.15,6,insar,2015,2016,1.9,-46.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,19,atlas_digitization,562.5,437.5,SUP01-P6-RADAR-2015_2016-019
OBS-MUS-P15-6-INSAR-020,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-51.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,20,atlas_digitization,587.5,468.5,SUP01-P6-RADAR-2015_2016-020
OBS-MUS-P15-6-INSAR-021,VKM-SRC-002,PDF p.15,6,insar,2015,2016,2.1,-40.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,21,atlas_digitization,612.5,405.5,SUP01-P6-RADAR-2015_2016-021
OBS-MUS-P15-6-INSAR-022,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-26.6,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,22,atlas_digitization,637.5,317.5,SUP01-P6-RADAR-2015_2016-022
OBS-MUS-P15-6-INSAR-023,VKM-SRC-002,PDF p.15,6,insar,2015,2016,2.3,-18.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,23,atlas_digitization,662.5,269,SUP01-P6-RADAR-2015_2016-023
OBS-MUS-P15-6-INSAR-024,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-6.2,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,24,atlas_digitization,687.5,191.5,SUP01-P6-RADAR-2015_2016-024
OBS-MUS-P15-6-INSAR-025,VKM-SRC-002,PDF p.15,6,insar,2015,2016,2.5,-4.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,25,atlas_digitization,712.5,177.5,SUP01-P6-RADAR-2015_2016-025
OBS-MUS-P15-6-INSAR-026,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-11.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,26,atlas_digitization,737.5,223.5,SUP01-P6-RADAR-2015_2016-026
OBS-MUS-P15-6-INSAR-027,VKM-SRC-002,PDF p.15,6,insar,2015,2016,2.7,-6.1,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,27,atlas_digitization,762.5,190.5,SUP01-P6-RADAR-2015_2016-027
OBS-MUS-P15-6-INSAR-028,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-4.3,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,28,atlas_digitization,787.5,179.5,SUP01-P6-RADAR-2015_2016-028
OBS-MUS-P15-6-INSAR-029,VKM-SRC-002,PDF p.15,6,insar,2015,2016,2.9,-7.4,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,29,atlas_digitization,812.5,198.5,SUP01-P6-RADAR-2015_2016-029
OBS-MUS-P15-6-INSAR-030,VKM-SRC-002,PDF p.15,6,insar,2015,2016,,-5.8,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,30,atlas_digitization,837.5,188.5,SUP01-P6-RADAR-2015_2016-030
OBS-MUS-P15-6-INSAR-031,VKM-SRC-002,PDF p.15,6,insar,2015,2016,3.1,-1.0,digitized_marker_or_visible_curve,0.5,FACT,VKM_Solikamsk (SKRU-1 or SKRU-2 not proven),discovery-only; not a time series,31,atlas_digitization,862.5,159,SUP01-P6-RADAR-2015_2016-031
