point_id,profile_id,point_type,feature,value,unit,provenance,standard_uncertainty,donor_distance_m,source_cell_id,model_feature_allowed,source_reference_year
P-H03-W001,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-015702,True,2022
P-H03-W001,P-H03,WORK,fill_density,0.71074378490448,1,C/R,0.08,13.49380137,G050-015702,True,2022
P-H03-W001,P-H03,WORK,fault_distance_m,71.4591474924713,m,C/R,25,13.49380137,G050-015702,True,2022
P-H03-W001,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-015702,True,2022
P-H03-W001,P-H03,WORK,terrain_TRI_relative,0.238888888888889,relative,C/R,0.1,13.49380137,G050-015702,True,2022
P-H03-W001,P-H03,WORK,terrain_roughness_relative,0.416993464052288,relative,C/R,0.1,13.49380137,G050-015702,True,2022
P-H03-W002,P-H03,WORK,settlement_anchor_map_mm,431.963470319634,mm,D,36.47945205,0,G050-015877,False,2022
P-H03-W002,P-H03,WORK,kzt,0.375560032754752,1,R,0.08929822128,158.113883,G050-015877,True,2022
P-H03-W002,P-H03,WORK,ko,0.519129884657595,1,R,0.0315,50,G050-015877,True,2022
P-H03-W002,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-015877,True,2022
P-H03-W002,P-H03,WORK,fill_density,0.652892589569092,1,C/R,0.08,16.65548412,G050-015877,True,2022
P-H03-W002,P-H03,WORK,fault_distance_m,54.8473018953629,m,C/R,25,16.65548412,G050-015877,True,2022
P-H03-W002,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-015877,True,2022
P-H03-W002,P-H03,WORK,terrain_TRI_relative,0.166666666666667,relative,C/R,0.1,16.65548412,G050-015877,True,2022
P-H03-W002,P-H03,WORK,terrain_roughness_relative,0.287581699346405,relative,C/R,0.1,16.65548412,G050-015877,True,2022
P-H03-W003,P-H03,WORK,settlement_anchor_map_mm,412.328767123287,mm,D,36.18493151,0,G050-015966,False,2022
P-H03-W003,P-H03,WORK,kzt,0.380808696784482,1,R,0.0928444102,180.2775638,G050-015966,True,2022
P-H03-W003,P-H03,WORK,ko,0.503564829842913,1,R,0.0315,50,G050-015966,True,2022
P-H03-W003,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-015966,True,2022
P-H03-W003,P-H03,WORK,fill_density,0.71074378490448,1,C/R,0.08,13.82118334,G050-015966,True,2022
P-H03-W003,P-H03,WORK,fault_distance_m,11.7747318455153,m,C/R,25,13.82118334,G050-015966,True,2022
P-H03-W003,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-015966,True,2022
P-H03-W003,P-H03,WORK,terrain_TRI_relative,,relative,C/R,0.1,13.82118334,G050-015966,True,2022
P-H03-W003,P-H03,WORK,terrain_roughness_relative,,relative,C/R,0.1,13.82118334,G050-015966,True,2022
P-H03-W004,P-H03,WORK,settlement_anchor_map_mm,687.214611872146,mm,D,40.30821918,0,G050-016057,False,2022
P-H03-W004,P-H03,WORK,kzt,0.376958805250669,1,R,0.08929822128,158.113883,G050-016057,True,2022
P-H03-W004,P-H03,WORK,ko,0.516068317290377,1,R,0.0315,50,G050-016057,True,2022
P-H03-W004,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-016057,True,2022
P-H03-W004,P-H03,WORK,fill_density,0.727272748947144,1,C/R,0.08,26.13728469,G050-016057,True,2022
P-H03-W004,P-H03,WORK,fault_distance_m,18.9737658452066,m,C/R,25,26.13728469,G050-016057,True,2022
P-H03-W004,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-016057,True,2022
P-H03-W004,P-H03,WORK,terrain_TRI_relative,0.172222222222222,relative,C/R,0.1,26.13728469,G050-016057,True,2022
P-H03-W004,P-H03,WORK,terrain_roughness_relative,0.300653594771242,relative,C/R,0.1,26.13728469,G050-016057,True,2022
P-H03-W005,P-H03,WORK,settlement_anchor_map_mm,451.598173515982,mm,D,36.7739726,0,G050-016328,False,2022
P-H03-W005,P-H03,WORK,kzt,0.367701468054566,1,R,0.0928444102,180.2775638,G050-016328,True,2022
P-H03-W005,P-H03,WORK,ko,0.502213676124911,1,R,0.0315,50,G050-016328,True,2022
P-H03-W005,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-016328,True,2022
P-H03-W005,P-H03,WORK,fill_density,0.743801653385162,1,C/R,0.08,23.43033878,G050-016328,True,2022
P-H03-W005,P-H03,WORK,fault_distance_m,19.0911089918368,m,C/R,25,23.43033878,G050-016328,True,2022
P-H03-W005,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-016328,True,2022
P-H03-W005,P-H03,WORK,terrain_TRI_relative,0.233333333333333,relative,C/R,0.1,23.43033878,G050-016328,True,2022
P-H03-W005,P-H03,WORK,terrain_roughness_relative,0.394771241830065,relative,C/R,0.1,23.43033878,G050-016328,True,2022
P-H03-W006,P-H03,WORK,settlement_anchor_map_mm,451.598173515982,mm,D,36.7739726,0,G050-016328,False,2022
P-H03-W006,P-H03,WORK,kzt,0.367701468054566,1,R,0.0928444102,180.2775638,G050-016328,True,2022
P-H03-W006,P-H03,WORK,ko,0.502213676124911,1,R,0.0315,50,G050-016328,True,2022
P-H03-W006,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3,100,G050-016328,True,2022
P-H03-W006,P-H03,WORK,fill_density,0.743801653385162,1,C/R,0.08,14.84440413,G050-016328,True,2022
P-H03-W006,P-H03,WORK,fault_distance_m,19.0911089918368,m,C/R,25,14.84440413,G050-016328,True,2022
P-H03-W006,P-H03,WORK,lithology,mixed_salts,category,D,,0,G050-016328,True,2022
P-H03-W006,P-H03,WORK,terrain_TRI_relative,0.233333333333333,relative,C/R,0.1,14.84440413,G050-016328,True,2022
P-H03-W006,P-H03,WORK,terrain_roughness_relative,0.394771241830065,relative,C/R,0.1,14.84440413,G050-016328,True,2022
P-H03-W007,P-H03,WORK,settlement_anchor_map_mm,569.406392694064,mm,D,38.54109589,0,G050-016460,False,2022
P-H03-W007,P-H03,WORK,kzt,0.359108328676652,1,R,0.09663916059,203.9947537,G050-016460,True,2022
P-H03-W007,P-H03,WORK,ko,0.530083985463342,1,R,0.0315,50,G050-016460,True,2022
P-H03-W007,P-H03,WORK,seismic_energy_J_m2,7.5,J/m2,R,3.046605709,107.7676182,G050-016460,True,2022
P-H03-W007,P-H03,WORK,fill_density,0.553718984127045,1,C/R,0.08,20.2633206,G050-016460,True,2022
P-H03-W007,P-H03,WORK,fault_distance_m,69.725006551528,m,C/R,25,20.2633206,G050-016460,True,2022
P-H03-W007,P-H03,WORK,lithology,carnallite,category,D,,0,G050-016460,True,2022
P-H03-W007,P-H03,WORK,terrain_TRI_relative,0.266666666666667,relative,C/R,0.1,20.2633206,G050-016460,True,2022
P-H03-W007,P-H03,WORK,terrain_roughness_relative,0.443137254901961,relative,C/R,0.1,20.2633206,G050-016460,True,2022
P-H03-REF-B,P-H03,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H03-REF-B,P-H03,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H03-REF-B,P-H03,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H04-REF-A,P-H04,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H04-REF-A,P-H04,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H04-W001,P-H04,WORK,settlement_anchor_map_mm,187.686423678844,mm,R,72.10560727,111.2656566,G050-004148,False,2022
P-H04-W001,P-H04,WORK,kzt,0.500788681870142,1,R,0.07048777543,40.54859642,G050-004148,True,2022
P-H04-W001,P-H04,WORK,ko,0.493575418994413,1,D,0.014,0,G050-004148,True,2022
P-H04-W001,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-004148,True,2022
P-H04-W001,P-H04,WORK,fill_density,0.206611573696136,1,C/R,0.08,24.67746239,G050-004148,True,2022
P-H04-W001,P-H04,WORK,fault_distance_m,54.1596600180491,m,C/R,25,24.67746239,G050-004148,True,2022
P-H04-W001,P-H04,WORK,lithology,carnallite,category,D,,0,G050-004148,True,2022
P-H04-W001,P-H04,WORK,terrain_TRI_relative,0.216666666666667,relative,C/R,0.1,24.67746239,G050-004148,True,2022
P-H04-W001,P-H04,WORK,terrain_roughness_relative,0.366013071895425,relative,C/R,0.1,24.67746239,G050-004148,True,2022
P-H04-W002,P-H04,WORK,settlement_anchor_map_mm,499.283604440694,mm,R,77.75503775,106.4113805,G050-004234,False,2022
P-H04-W002,P-H04,WORK,kzt,0.546927374301676,1,D,0.032,0,G050-004234,True,2022
P-H04-W002,P-H04,WORK,ko,0.495530726256983,1,D,0.014,0,G050-004234,True,2022
P-H04-W002,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,R,2.584128064,30.68801066,G050-004234,True,2022
P-H04-W002,P-H04,WORK,fill_density,0.115702480077744,1,C/R,0.08,29.81059822,G050-004234,True,2022
P-H04-W002,P-H04,WORK,fault_distance_m,93.5913942168427,m,C/R,25,29.81059822,G050-004234,True,2022
P-H04-W002,P-H04,WORK,lithology,carnallite,category,D,,0,G050-004234,True,2022
P-H04-W002,P-H04,WORK,terrain_TRI_relative,0.105555555555556,relative,C/R,0.1,29.81059822,G050-004234,True,2022
P-H04-W002,P-H04,WORK,terrain_roughness_relative,0.159477124183007,relative,C/R,0.1,29.81059822,G050-004234,True,2022
P-H04-W003,P-H04,WORK,settlement_anchor_map_mm,738.255613776773,mm,R,82.24021393,103.9591805,G050-004479,False,2022
P-H04-W003,P-H04,WORK,kzt,0.542458100558659,1,D,0.032,0,G050-004479,True,2022
P-H04-W003,P-H04,WORK,ko,0.634357541899441,1,D,0.014,0,G050-004479,True,2022
P-H04-W003,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-004479,True,2022
P-H04-W003,P-H04,WORK,fill_density,0.0,1,C/R,0.08,20.38450686,G050-004479,True,2022
P-H04-W003,P-H04,WORK,fault_distance_m,236.653164807915,m,C/R,25,20.38450686,G050-004479,True,2022
P-H04-W003,P-H04,WORK,lithology,carnallite,category,R,,50,G050-004479,True,2022
P-H04-W003,P-H04,WORK,terrain_TRI_relative,0.0611111111111111,relative,C/R,0.1,20.38450686,G050-004479,True,2022
P-H04-W003,P-H04,WORK,terrain_roughness_relative,0.101960784313725,relative,C/R,0.1,20.38450686,G050-004479,True,2022
P-H04-W004,P-H04,WORK,settlement_anchor_map_mm,164.445936149847,mm,R,64.28891872,50,G050-004628,False,2022
P-H04-W004,P-H04,WORK,kzt,0.542458100558659,1,D,0.032,0,G050-004628,True,2022
P-H04-W004,P-H04,WORK,ko,0.495530726256983,1,D,0.014,0,G050-004628,True,2022
P-H04-W004,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-004628,True,2022
P-H04-W004,P-H04,WORK,fill_density,0.0,1,C/R,0.08,23.71328019,G050-004628,True,2022
P-H04-W004,P-H04,WORK,fault_distance_m,136.785970713566,m,C/R,25,23.71328019,G050-004628,True,2022
P-H04-W004,P-H04,WORK,lithology,carnallite,category,D,,0,G050-004628,True,2022
P-H04-W004,P-H04,WORK,terrain_TRI_relative,0.155555555555556,relative,C/R,0.1,23.71328019,G050-004628,True,2022
P-H04-W004,P-H04,WORK,terrain_roughness_relative,0.220915032679739,relative,C/R,0.1,23.71328019,G050-004628,True,2022
P-H04-W005,P-H04,WORK,settlement_anchor_map_mm,176.712328767123,mm,D,32.65068493,0,G050-004786,False,2022
P-H04-W005,P-H04,WORK,kzt,0.515642458100559,1,D,0.032,0,G050-004786,True,2022
P-H04-W005,P-H04,WORK,ko,0.495530726256983,1,D,0.014,0,G050-004786,True,2022
P-H04-W005,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-004786,True,2022
P-H04-W005,P-H04,WORK,fill_density,0.0,1,C/R,0.08,20.5403593,G050-004786,True,2022
P-H04-W005,P-H04,WORK,fault_distance_m,36.9187766192174,m,C/R,25,20.5403593,G050-004786,True,2022
P-H04-W005,P-H04,WORK,lithology,sylvinite,category,D,,0,G050-004786,True,2022
P-H04-W005,P-H04,WORK,terrain_TRI_relative,,relative,C/R,0.1,20.5403593,G050-004786,True,2022
P-H04-W005,P-H04,WORK,terrain_roughness_relative,,relative,C/R,0.1,20.5403593,G050-004786,True,2022
P-H04-W006,P-H04,WORK,settlement_anchor_map_mm,196.34703196347,mm,D,32.94520548,0,G050-004946,False,2022
P-H04-W006,P-H04,WORK,kzt,0.537988826815642,1,D,0.032,0,G050-004946,True,2022
P-H04-W006,P-H04,WORK,ko,0.493575418994413,1,D,0.014,0,G050-004946,True,2022
P-H04-W006,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-004946,True,2022
P-H04-W006,P-H04,WORK,fill_density,0.0578512400388718,1,C/R,0.08,19.17954885,G050-004946,True,2022
P-H04-W006,P-H04,WORK,fault_distance_m,62.9484174751317,m,C/R,25,19.17954885,G050-004946,True,2022
P-H04-W006,P-H04,WORK,lithology,sylvinite,category,D,,0,G050-004946,True,2022
P-H04-W006,P-H04,WORK,terrain_TRI_relative,0.427777777777778,relative,C/R,0.1,19.17954885,G050-004946,True,2022
P-H04-W006,P-H04,WORK,terrain_roughness_relative,0.547712418300654,relative,C/R,0.1,19.17954885,G050-004946,True,2022
P-H04-W007,P-H04,WORK,settlement_anchor_map_mm,235.616438356164,mm,D,33.53424658,0,G050-005136,False,2022
P-H04-W007,P-H04,WORK,kzt,0.323463687150838,1,D,0.032,0,G050-005136,True,2022
P-H04-W007,P-H04,WORK,ko,0.540502793296089,1,D,0.014,0,G050-005136,True,2022
P-H04-W007,P-H04,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-005136,True,2022
P-H04-W007,P-H04,WORK,fill_density,0.371900826692581,1,C/R,0.08,21.25113608,G050-005136,True,2022
P-H04-W007,P-H04,WORK,fault_distance_m,147.023151046991,m,C/R,25,21.25113608,G050-005136,True,2022
P-H04-W007,P-H04,WORK,lithology,carnallite,category,D,,0,G050-005136,True,2022
P-H04-W007,P-H04,WORK,terrain_TRI_relative,0.333333333333333,relative,C/R,0.1,21.25113608,G050-005136,True,2022
P-H04-W007,P-H04,WORK,terrain_roughness_relative,0.423529411764706,relative,C/R,0.1,21.25113608,G050-005136,True,2022
P-H04-REF-B,P-H04,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H04-REF-B,P-H04,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H04-REF-B,P-H04,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H05-REF-A,P-H05,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H05-REF-A,P-H05,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H05-W001,P-H05,WORK,settlement_anchor_map_mm,1354.79452054795,mm,D,50.32191781,0,G050-011236,False,2022
P-H05-W001,P-H05,WORK,kzt,0.350279329608938,1,D,0.032,0,G050-011236,True,2022
P-H05-W001,P-H05,WORK,ko,0.399720670391061,1,D,0.014,0,G050-011236,True,2022
P-H05-W001,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-011236,True,2022
P-H05-W001,P-H05,WORK,fill_density,0.0,1,C/R,0.08,29.55768508,G050-011236,True,2022
P-H05-W001,P-H05,WORK,fault_distance_m,587.842415045166,m,C/R,25,29.55768508,G050-011236,True,2022
P-H05-W001,P-H05,WORK,lithology,carnallite,category,D,,0,G050-011236,True,2022
P-H05-W001,P-H05,WORK,terrain_TRI_relative,0.177777777777778,relative,C/R,0.1,29.55768508,G050-011236,True,2022
P-H05-W001,P-H05,WORK,terrain_roughness_relative,0.516339869281046,relative,C/R,0.1,29.55768508,G050-011236,True,2022
P-H05-W002,P-H05,WORK,settlement_anchor_map_mm,1276.25570776256,mm,D,49.14383562,0,G050-011603,False,2022
P-H05-W002,P-H05,WORK,kzt,0.399441340782123,1,D,0.032,0,G050-011603,True,2022
P-H05-W002,P-H05,WORK,ko,0.387988826815642,1,D,0.014,0,G050-011603,True,2022
P-H05-W002,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-011603,True,2022
P-H05-W002,P-H05,WORK,fill_density,0.0,1,C/R,0.08,32.99901868,G050-011603,True,2022
P-H05-W002,P-H05,WORK,fault_distance_m,476.119561613105,m,C/R,25,32.99901868,G050-011603,True,2022
P-H05-W002,P-H05,WORK,lithology,carnallite,category,D,,0,G050-011603,True,2022
P-H05-W002,P-H05,WORK,terrain_TRI_relative,0.361111111111111,relative,C/R,0.1,32.99901868,G050-011603,True,2022
P-H05-W002,P-H05,WORK,terrain_roughness_relative,0.545098039215686,relative,C/R,0.1,32.99901868,G050-011603,True,2022
P-H05-W003,P-H05,WORK,settlement_anchor_map_mm,1374.42922374429,mm,D,50.61643836,0,G050-011861,False,2022
P-H05-W003,P-H05,WORK,kzt,0.350279329608938,1,D,0.032,0,G050-011861,True,2022
P-H05-W003,P-H05,WORK,ko,0.387988826815642,1,D,0.014,0,G050-011861,True,2022
P-H05-W003,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-011861,True,2022
P-H05-W003,P-H05,WORK,fill_density,0.0,1,C/R,0.08,27.24816869,G050-011861,True,2022
P-H05-W003,P-H05,WORK,fault_distance_m,400.334144718214,m,C/R,25,27.24816869,G050-011861,True,2022
P-H05-W003,P-H05,WORK,lithology,replacement_rock_salt,category,D,,0,G050-011861,True,2022
P-H05-W003,P-H05,WORK,terrain_TRI_relative,0.466666666666667,relative,C/R,0.1,27.24816869,G050-011861,True,2022
P-H05-W003,P-H05,WORK,terrain_roughness_relative,0.661437908496732,relative,C/R,0.1,27.24816869,G050-011861,True,2022
P-H05-W004,P-H05,WORK,settlement_anchor_map_mm,1610.04566210046,mm,D,54.15068493,0,G050-012240,False,2022
P-H05-W004,P-H05,WORK,kzt,0.336871508379888,1,D,0.032,0,G050-012240,True,2022
P-H05-W004,P-H05,WORK,ko,0.387988826815642,1,D,0.014,0,G050-012240,True,2022
P-H05-W004,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-012240,True,2022
P-H05-W004,P-H05,WORK,fill_density,0.0247933883219957,1,C/R,0.08,25.95125367,G050-012240,True,2022
P-H05-W004,P-H05,WORK,fault_distance_m,286.656019375879,m,C/R,25,25.95125367,G050-012240,True,2022
P-H05-W004,P-H05,WORK,lithology,replacement_rock_salt,category,D,,0,G050-012240,True,2022
P-H05-W004,P-H05,WORK,terrain_TRI_relative,0.477777777777778,relative,C/R,0.1,25.95125367,G050-012240,True,2022
P-H05-W004,P-H05,WORK,terrain_roughness_relative,0.623529411764706,relative,C/R,0.1,25.95125367,G050-012240,True,2022
P-H05-W005,P-H05,WORK,settlement_anchor_map_mm,1236.98630136986,mm,D,48.55479452,0,G050-012617,False,2022
P-H05-W005,P-H05,WORK,kzt,0.327932960893855,1,D,0.032,0,G050-012617,True,2022
P-H05-W005,P-H05,WORK,ko,0.387988826815642,1,D,0.014,0,G050-012617,True,2022
P-H05-W005,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,R,2.7,50,G050-012617,True,2022
P-H05-W005,P-H05,WORK,fill_density,0.0909090936183929,1,C/R,0.08,30.09983907,G050-012617,True,2022
P-H05-W005,P-H05,WORK,fault_distance_m,172.977894033544,m,C/R,25,30.09983907,G050-012617,True,2022
P-H05-W005,P-H05,WORK,lithology,carnallite,category,D,,0,G050-012617,True,2022
P-H05-W005,P-H05,WORK,terrain_TRI_relative,0.605555555555556,relative,C/R,0.1,30.09983907,G050-012617,True,2022
P-H05-W005,P-H05,WORK,terrain_roughness_relative,0.435294117647059,relative,C/R,0.1,30.09983907,G050-012617,True,2022
P-H05-W006,P-H05,WORK,settlement_anchor_map_mm,1374.42922374429,mm,D,50.61643836,0,G050-012867,False,2022
P-H05-W006,P-H05,WORK,kzt,0.323463687150838,1,D,0.032,0,G050-012867,True,2022
P-H05-W006,P-H05,WORK,ko,0.387988826815642,1,D,0.014,0,G050-012867,True,2022
P-H05-W006,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-012867,True,2022
P-H05-W006,P-H05,WORK,fill_density,0.0909090936183929,1,C/R,0.08,33.30290564,G050-012867,True,2022
P-H05-W006,P-H05,WORK,fault_distance_m,97.1924771386534,m,C/R,25,33.30290564,G050-012867,True,2022
P-H05-W006,P-H05,WORK,lithology,replacement_rock_salt,category,D,,0,G050-012867,True,2022
P-H05-W006,P-H05,WORK,terrain_TRI_relative,0.283333333333333,relative,C/R,0.1,33.30290564,G050-012867,True,2022
P-H05-W006,P-H05,WORK,terrain_roughness_relative,0.168627450980392,relative,C/R,0.1,33.30290564,G050-012867,True,2022
P-H05-W007,P-H05,WORK,settlement_anchor_map_mm,824.657534246575,mm,D,42.36986301,0,G050-013258,False,2022
P-H05-W007,P-H05,WORK,kzt,0.350279329608938,1,D,0.032,0,G050-013258,True,2022
P-H05-W007,P-H05,WORK,ko,0.384078212290503,1,D,0.014,0,G050-013258,True,2022
P-H05-W007,P-H05,WORK,seismic_energy_J_m2,7.5,J/m2,D,1.2,0,G050-013258,True,2022
P-H05-W007,P-H05,WORK,fill_density,0.0330578498542309,1,C/R,0.08,26.76511814,G050-013258,True,2022
P-H05-W007,P-H05,WORK,fault_distance_m,6.10957884679257,m,C/R,25,26.76511814,G050-013258,True,2022
P-H05-W007,P-H05,WORK,lithology,replacement_rock_salt,category,D,,0,G050-013258,True,2022
P-H05-W007,P-H05,WORK,terrain_TRI_relative,0.766666666666667,relative,C/R,0.1,26.76511814,G050-013258,True,2022
P-H05-W007,P-H05,WORK,terrain_roughness_relative,0.54640522875817,relative,C/R,0.1,26.76511814,G050-013258,True,2022
P-H05-REF-B,P-H05,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H05-REF-B,P-H05,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H05-REF-B,P-H05,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,settlement_anchor_map_mm,0.0,mm,S_REF,0,0,,False,2022
P-H06-REF-A,P-H06,REF,kzt,0.1,1,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,ko,0.3,1,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,seismic_energy_J_m2,0.0,J/m2,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,fill_density,0.0,1,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,fault_distance_m,9999.0,m,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,lithology,stable_external_reference,category,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,terrain_TRI_relative,,relative,S_REF,,0,,True,2022
P-H06-REF-A,P-H06,REF,terrain_roughness_relative,,relative,S_REF,,0,,True,2022
P-H06-W001,P-H06,WORK,settlement_anchor_map_mm,333.789954337899,mm,D,35.00684932,0,G050-006390,False,2022
P-H06-W001,P-H06,WORK,kzt,0.287709497206704,1,D,0.032,0,G050-006390,True,2022
P-H06-W001,P-H06,WORK,ko,0.382122905027933,1,D,0.014,0,G050-006390,True,2022
P-H06-W001,P-H06,WORK,seismic_energy_J_m2,22.5,J/m2,D,1.2,0,G050-006390,True,2022
P-H06-W001,P-H06,WORK,fill_density,0.776859521865845,1,C/R,0.08,27.4305865,G050-006390,True,2022
P-H06-W001,P-H06,WORK,fault_distance_m,670.312580616689,m,C/R,25,27.4305865,G050-006390,True,2022
P-H06-W001,P-H06,WORK,lithology,carnallite,category,D,,0,G050-006390,True,2022
P-H06-W001,P-H06,WORK,terrain_TRI_relative,0.405555555555556,relative,C/R,0.1,27.4305865,G050-006390,True,2022
P-H06-W001,P-H06,WORK,terrain_roughness_relative,0.46797385620915,relative,C/R,0.1,27.4305865,G050-006390,True,2022
P-H06-W002,P-H06,WORK,settlement_anchor_map_mm,176.712328767123,mm,D,32.65068493,0,G050-006710,False,2022
P-H06-W002,P-H06,WORK,kzt,0.287131484083986,1,R,0.072,50,G050-006710,True,2022
P-H06-W002,P-H06,WORK,ko,0.376256983240223,1,D,0.014,0,G050-006710,True,2022
P-H06-W002,P-H06,WORK,seismic_energy_J_m2,22.5,J/m2,D,1.2,0,G050-006710,True,2022
P-H06-W002,P-H06,WORK,fill_density,0.950413227081299,1,C/R,0.08,19.52878382,G050-006710,True,2022
P-H06-W002,P-H06,WORK,fault_distance_m,811.554947108061,m,C/R,25,19.52878382,G050-006710,True,2022
P-H06-W002,P-H06,WORK,lithology,carnallite,category,D,,0,G050-006710,True,2022
P-H06-W002,P-H06,WORK,terrain_TRI_relative,0.483333333333333,relative,C/R,0.1,19.52878382,G050-006710,True,2022
