plan_unit_id,source_component_index,area_m2,representative_x_local_m,representative_y_local_m,geometry_source,geometry_method,geometry_provenance,geometry_standard_uncertainty_m,settlement_reference_map_mm_mean,settlement_reference_map_mm_min,settlement_reference_map_mm_max,kzt_reconstructed_mean,kzt_reconstructed_min,kzt_reconstructed_max,ko_reconstructed_mean,ko_reconstructed_min,ko_reconstructed_max,seismic_energy_mid_J_m2_reconstructed_mean,seismic_energy_mid_J_m2_reconstructed_min,seismic_energy_mid_J_m2_reconstructed_max,backfill_hatch_density_mean,backfill_hatch_density_min,backfill_hatch_density_max,terrain_TRI_relative_mean,terrain_TRI_relative_min,terrain_TRI_relative_max,terrain_roughness_relative_mean,terrain_roughness_relative_min,terrain_roughness_relative_max,distance_to_reconstructed_fault_m_mean,distance_to_reconstructed_fault_m_min,distance_to_reconstructed_fault_m_max,lithology_mode,grid_sample_count,unit_aggregation_status,fallback_distance_m
PU-0137,145,22097.0768683368,25525.6395912562,43417.2934847314,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,178.893962455606,0,333.789954337899,0.364008130217025,0.301117318435754,0.435195530726257,0.552017380509001,0.440782122905028,0.638268156424581,7.5,7.5,7.5,0.857667588525348,0.818181812763214,0.909090936183929,0,0,0,0.186554621848739,0.0352941176470588,0.403921568627451,126.33239052534,20.9850108286651,243.501712731414,carnallite,18,representative_samples_within_polygon,0
PU-0138,144,37319.5075998562,25192.6005527119,43409.9212836408,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,340.027055893625,235.616438356164,451.598173515982,0.387728692055237,0.354748603351955,0.421787709497207,0.467993482309125,0.391899441340782,0.53854748603352,7.5,7.5,7.5,0.898415980239709,0.669421494007111,1,0.0419444444444444,0,0.272222222222222,0.250849673202614,0.0431372549019607,0.729411764705882,416.269827145645,264.984843190394,569.493889049674,carnallite,24,representative_samples_within_polygon,0
PU-0139,127,36828.4614472281,23002.8688742826,43402.5490825503,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,194.951159532995,78.5388127853876,431.963470319634,0.394247603939737,0.305586592178771,0.475418994413408,0.44054748603352,0.382122905027933,0.65,7.7120838102831,7.5,8.45825863285094,0.679999996423721,0.289256185293198,0.859504103660583,0.175,0.0888888888888889,0.266666666666667,0.0898692810457516,0.0483660130718955,0.137254901960784,331.798242239834,247.725678145594,398.203819362828,carnallite,25,representative_samples_within_polygon,0
PU-0140,119,27989.6306998945,27903.0259587115,43402.5490825503,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,777.752409944191,412.328767123287,1374.42922374429,0.394915145943447,0.27877094972067,0.506703910614525,0.531026206380158,0.3,0.65,7.5,7.5,7.5,0.0711662092556556,0,0.363636374473572,0.586111111111111,0.0166666666666667,0.883333333333333,0.622595704948646,0.313725490196078,0.772549019607843,80.8191731200195,0.648122963790638,154.897411221379,carnallite,18,representative_samples_within_polygon,0
PU-0141,146,2700.75383946337,21317.6913392481,43380.4324792787,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,730.41095890411,98.1735159817354,2081.27853881279,0.350815535232915,0.27877094972067,0.412849162011173,0.622987593532155,0.590545719155494,0.65,10.5878584046873,7.5,12.5,0.803305780887604,0.669421494007111,0.876033067703247,,,,,,,910.747699361264,876.282137665457,935.480349228109,carnallite,5,representative_samples_within_polygon,0
PU-0142,141,264305.591652939,27411.2540423832,43365.6880770976,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1331.35955221682,726.48401826484,1826.02739726027,0.377161006679715,0.26536312849162,0.462011173184358,0.412603622274284,0.362569832402235,0.65,7.5,7.5,7.5,0.113969608225049,0,0.628099203109741,0.374631268436578,0.0166666666666667,0.838888888888889,0.465729654693736,0.0313725490196078,0.816993464052288,389.180588782354,5.4166773283909,896.597091222944,carnallite,124,representative_samples_within_polygon,0
PU-0143,137,49227.3768011286,26239.2017500125,43358.3158760071,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,324.810807195958,58.9041095890407,1845.66210045662,0.559150009321423,0.292178770949721,0.819553072625698,0.495588235294118,0.384078212290503,0.65,12.1439688648646,7.5,22.5,0.0875060763757895,0,0.421487599611282,0.103418803418803,0,0.261111111111111,0.386425339366516,0.0784313725490197,0.796078431372549,496.3225108843,366.018793351026,606.41464369817,carnallite,34,representative_samples_within_polygon,0
PU-0144,142,54751.6460182144,21114.9538245342,43321.4548705544,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,273.068463239301,39.2694063926938,1983.10502283105,0.290670620084899,0.247486033519553,0.412849162011173,0.548438261330493,0.3,0.65,10.3421992313448,7.5,12.5,0.764979343861341,0.570247948169708,0.876033067703247,,,,,,,1085.74892854549,910.462409385681,1268.85260293162,replacement_rock_salt,32,representative_samples_within_polygon,0
PU-0145,143,62608.3844602889,21473.6646222997,43321.4548705544,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,668.105646345902,58.9041095890407,1253.04146473552,0.386626559829495,0.305586592178771,0.40391061452514,0.560029432126061,0.3,0.65,11.640843425119,7.5,12.5,0.535849901469978,0.214876025915146,0.876033067703247,0,0,0,0.46156862745098,0.0235294117647059,0.745098039215686,819.737303488043,620.742025653937,1009.54876226056,carnallite,37,representative_samples_within_polygon,0
PU-0146,123,75866.6305812889,28822.7260728456,43321.4548705544,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,196.935360990358,78.5388127853876,369.230644805438,0.28507322563542,0.276518254182638,0.302556178191637,0.547564208351378,0.305865921787709,0.65,7.5,7.5,7.5,0.154583021998405,0,0.512396693229675,0.230480480480481,0.0166666666666667,0.461111111111111,0.342942942942943,0.0222222222222221,0.630065359477124,271.741738630597,86.9881458689908,471.895221316311,mixed_salts,44,representative_samples_within_polygon,0
PU-0147,147,5892.55383155649,29197.394991208,43306.7104683733,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1326.38488748275,1037.40525602592,1521.52283455973,0.30690310326058,0.283240223463687,0.339539278376892,0.643037756834768,0.622005779467491,0.65,7.5,7.5,7.5,0.409090902656317,0.380165278911591,0.429752051830292,0.469047619047619,0.111111111111111,0.716666666666667,0.395331465919701,0.143790849673203,0.558169934640523,158.334459925435,95.0231287297827,218.871744457118,mixed_salts,8,representative_samples_within_polygon,0
PU-0148,148,17677.6614946695,29463.8262220435,43306.7104683733,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,568.303802936761,198.955596667496,856.123823770917,0.29563545077865,0.260893854748603,0.323463687150838,0.636222214524859,0.616759776536313,0.65,7.51353628884338,7.5,7.6624354661206,0.100550962456812,0,0.35537189245224,0.530808080808081,0.15,0.905555555555556,0.260487225193108,0.0562091503267974,0.511111111111111,36.8849725931694,7.02516052601278,82.986696800054,replacement_rock_salt,12,representative_samples_within_polygon,0
PU-0149,153,24306.7845551697,28581.2727699009,43299.3382672828,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,257.283390505542,106.569379522075,475.669655641112,0.285175748646778,0.282834565757266,0.287709497206704,0.626484556859261,0.493575418994413,0.65,7.5,7.5,7.5,0.410123964771628,0.107438012957573,0.694214880466461,0.138333333333333,0,0.327777777777778,0.360130718954248,0.0418300653594771,0.517647058823529,352.136354613459,232.177283905687,454.825401211827,carnallite,16,representative_samples_within_polygon,0
PU-0150,152,10311.9692052236,26116.7838846725,43284.5938651017,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,268.340943683409,196.34703196347,353.424657534246,0.669079322695515,0.546927374301676,0.783798882681564,0.540825941157615,0.393854748603352,0.65,14.4092585892449,11.4196267493151,17.8135814221776,0.517906334665087,0.347107440233231,0.661157011985779,0,0,0,0.245588235294118,0.0235294117647059,0.458823529411765,381.711765560232,327.286520407698,432.087408502957,carnallite,9,representative_samples_within_polygon,0
PU-0151,149,43825.8691222006,26491.4528030349,43277.2216640111,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,629.88901953222,380.650494616666,1197.71689497717,0.410339005021857,0.287709497206704,0.524581005586592,0.44510009310987,0.384078212290503,0.65,7.5,7.5,7.5,0.00309917346263925,0,0.0247933883219957,0.0646198830409357,0,0.211111111111111,0.251530787753698,0.0235294117647059,0.430065359477124,696.411462510759,535.574432252229,852.73629876858,carnallite,24,representative_samples_within_polygon,0
PU-0152,155,62485.6229221297,24151.8535572607,43181.3830498341,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,337.665809991576,78.5388127853876,1060.27397260274,0.47497393627763,0.305586592178771,0.524581005586592,0.438500931098696,0.382122905027933,0.65,7.5,7.5,7.5,0.909917356570562,0.752066135406494,1,0.12037037037037,0.0111111111111111,0.316666666666667,0.259749455337691,0.0222222222222221,0.73202614379085,48.080738107963,3.86856754247743,107.474701233839,carnallite,30,representative_samples_within_polygon,0
PU-0153,151,81390.899798373,25875.3305817278,43181.3830498341,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,236.400154650248,0,903.196347031963,0.725581822483432,0.578212290502793,0.846368715083799,0.531869283694063,0.493575418994413,0.640223463687151,17.4864638674982,7.5,27.5,0.850059032440186,0.528925597667694,0.975206613540649,0.0130268199233716,0,0.172222222222222,0.38088798737886,0.0274509803921569,0.901960784313726,231.984742112592,46.6963745408127,415.313515986483,carnallite,49,representative_samples_within_polygon,0
PU-0154,150,72674.8305891964,25533.9655672199,43174.0108487436,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,317.895194607523,39.2694063926938,903.196347031963,0.583230503868095,0.40391061452514,0.819553072625698,0.520437616387337,0.493575418994413,0.640223463687151,10.2919514712909,7.5,27.5,0.928177881808508,0.834710717201233,0.991735517978668,0,0,0,0.367571644042232,0.0392156862745098,0.847058823529412,50.9946445230341,1.87875255689363,162.886556530424,carnallite,42,representative_samples_within_polygon,0
PU-0155,162,6997.40767497327,23377.537792645,43166.6386476531,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1755.84874526502,1740.51786798723,1767.61321446,0.502793296089385,0.484357541899441,0.529050279329609,0.46913407821229,0.41927374301676,0.495530726256983,7.5,7.5,7.5,0.801652885973454,0.768595039844513,0.859504103660583,0.395833333333333,0.122222222222222,0.727777777777778,0.693137254901961,0.475816993464052,0.801307189542484,64.1482873014175,38.5416852452112,84.1239577721865,carnallite,8,representative_samples_within_polygon,0
PU-0156,156,62608.3844602865,24459.9146679142,43166.6386476531,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,272.545782495617,0,1747.48858447489,0.434173464542764,0.305586592178771,0.506703910614525,0.440782122905028,0.384078212290503,0.65,8.47990445977313,7.5,17.5,0.888200185365147,0.785123944282532,0.991735517978668,0.0888888888888889,0,0.222222222222222,0.312563543936093,0.0392156862745098,0.633986928104575,251.804673199756,136.719461260831,372.919398753447,carnallite,36,representative_samples_within_polygon,0
PU-0157,157,8347.78459470487,24651.4121150773,43166.6386476531,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,150.532724505327,0,196.34703196347,0.289537708608561,0.27877094972067,0.312314792054186,0.430679702048417,0.382122905027933,0.493575418994413,11.5825865020269,7.5,22.5,0.772727270921071,0.719008266925812,0.818181812763214,0.0532407407407407,0,0.211111111111111,0.433769063180828,0.0588235294117647,0.76078431372549,450.593931132686,436.188786767234,464.427588679755,carnallite,12,representative_samples_within_polygon,0
PU-0158,158,62608.3844602874,24859.5615141675,43166.6386476531,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,193.814579798741,39.2694063926938,471.232876712329,0.444490467819179,0.305586592178771,0.537988826815642,0.469351334574798,0.382122905027933,0.526815642458101,8.3055077823482,7.5,22.5,0.884527093834347,0.776859521865845,0.958677709102631,0.00320512820512821,0,0.0611111111111111,0.233735545500251,0.0326797385620915,0.647058823529412,534.460264344572,408.20314963029,620.935240643871,carnallite,36,representative_samples_within_polygon,0
PU-0159,159,75130.0613523438,25200.9265286755,43166.6386476531,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,198.217003696455,0,471.232876712329,0.542901857052194,0.381564245810056,0.824022346368715,0.512849162011173,0.493575418994413,0.552234636871508,7.5,7.5,7.5,0.953758366051174,0.842975199222565,0.991735517978668,0.00338164251207729,0,0.0111111111111111,0.278886047172492,0.0235294117647059,0.749019607843137,252.53713922375,86.2070942549967,439.329873285947,carnallite,42,representative_samples_within_polygon,0
PU-0160,160,77462.5305773359,23019.5208262098,43151.894245472,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,244.817496337125,78.5388127853876,333.789954337899,0.449718541417237,0.305586592178771,0.537988826815642,0.442830540037244,0.384078212290503,0.65,7.5,7.5,7.5,0.833530108133952,0.752066135406494,0.925619840621948,0.540873015873016,0.122222222222222,1,0.405415499533147,0.0640522875816993,0.852287581699346,181.712651197987,0.732542012395263,317.631655773337,carnallite,42,representative_samples_within_polygon,0
PU-0161,161,20501.1768722905,23252.6481531909,43137.1498432909,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1112.63318112633,490.867579908675,1688.58447488584,0.488076216493077,0.354748603351955,0.542458100558659,0.508218743522537,0.384078212290503,0.65,7.5,7.5,7.5,0.832506883144379,0.776859521865845,0.942148745059967,0.628148148148148,0.0888888888888889,1,0.512679738562091,0.109803921568628,0.686274509803922,189.869144213649,135.744377432879,250.17405164447,carnallite,15,representative_samples_within_polygon,0
PU-0162,163,28848.9614669951,23505.7140015585,43137.1498432909,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,867.817771184437,392.694063926941,1845.66210045662,0.503338766658859,0.484357541899441,0.524581005586592,0.544522036002483,0.409497206703911,0.65,7.5,7.5,7.5,0.680899911456638,0.603305757045746,0.809917330741882,0.232407407407407,0.0444444444444444,0.45,0.346042120551924,0.0575163398692811,0.583006535947712,21.6893492662094,1.39078897077307,62.8416681431695,carnallite,18,representative_samples_within_polygon,0
PU-0163,164,4051.13075919515,23636.3368788472,43137.1498432909,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,204.043720419672,176.712328767123,241.370540676861,0.486145251396648,0.484357541899441,0.493296089385475,0.531899441340782,0.41340782122905,0.65,7.5,7.5,7.5,0.636363637447357,0.528925597667694,0.743801653385162,0.218888888888889,0.00555555555555556,0.361111111111111,0.362091503267974,0.194771241830065,0.547712418300654,124.837792541073,92.9490907193492,146.25418085171,carnallite,5,representative_samples_within_polygon,0
PU-0164,165,5401.50767892686,26333.2592597264,43137.1498432909,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,329.86301369863,255.251141552511,451.598173515982,0.498392151713931,0.479800435622569,0.515642458100559,0.522905027932961,0.41340782122905,0.65,7.5,7.5,7.5,0.0462809916585684,0.0165289249271154,0.0743801668286324,0.25,0.188888888888889,0.3,0.456209150326797,0.318954248366013,0.57516339869281,639.904473380204,614.893648154576,662.999831715118,replacement_rock_salt,5,representative_samples_within_polygon,0
PU-0165,154,80286.0459549566,23860.4443985344,43122.4054411098,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,335.197709854575,39.2694063926938,1983.10502283105,0.457166482167673,0.27877094972067,0.529050279329609,0.480056611206413,0.382122905027933,0.65,7.5,7.5,7.5,0.862775484720866,0.760330557823181,1,0.164473684210526,0,0.427777777777778,0.325283797729618,0.0313725490196078,0.884967320261438,224.35216859933,105.270221295214,316.308092343303,sylvinite,48,representative_samples_within_polygon,0
PU-0166,173,24552.3076314859,28493.850022283,43115.0332400193,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,432.674621659441,78.5388127853876,1040.63926940639,0.280997458718983,0.274500935907733,0.285473783578686,0.635394030267647,0.607671939765576,0.65,7.5,7.5,7.5,0.115216333254734,0,0.396694213151932,0.188888888888889,0,0.388888888888889,0.455835667600373,0.0901960784313726,0.756862745098039,282.606754479935,181.508760419696,394.826669830221,carnallite,17,representative_samples_within_polygon,0
PU-0167,168,64204.2844563346,27257.442591687,43063.4278323855,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1735.3600742413,1472.60273972603,1845.66210045662,0.367039106145251,0.26536312849162,0.421787709497207,0.437631905648665,0.382122905027933,0.65,7.5,7.5,7.5,0.530991732867228,0.123966939747334,0.793388426303864,0.154365079365079,0,0.411111111111111,0.532633053221289,0.0522875816993464,0.862745098039216,630.781635337683,470.206294173238,789.087996552218,carnallite,36,representative_samples_within_polygon,0
PU-0168,171,46158.3383471935,27985.5029342826,43056.055631295,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,660.99106423826,235.616438356164,1374.42922374429,0.329927720454416,0.247486033519553,0.390502793296089,0.621950546531059,0.485754189944134,0.65,7.5,7.5,7.5,0.0289256195848187,0,0.107438012957573,0.412222222222222,0.211111111111111,0.738888888888889,0.556653594771242,0.325490196078431,0.796078431372549,53.4551042838952,3.62112521557563,120.33037915064,carnallite,30,representative_samples_within_polygon,0
PU-0169,169,37565.030676173,27523.8738225225,43048.6834302045,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1694.31126331811,1295.8904109589,1845.66210045662,0.440223463687151,0.390502793296089,0.484357541899441,0.439641527001862,0.384078212290503,0.65,7.5,7.5,7.5,0.508264457806945,0.181818187236786,0.71074378490448,0.120899470899471,0,0.377777777777778,0.43442265795207,0.0379084967320261,0.861437908496732,436.795918956434,312.392494548685,554.083096095555,carnallite,24,representative_samples_within_polygon,0
PU-0170,170,43825.8691222023,27752.8381615218,43048.6834302045,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1333.53652465618,1021.00456621005,1806.39269406393,0.395158286778398,0.350279329608938,0.435195530726257,0.439804469273743,0.384078212290503,0.65,7.5,7.5,7.5,0.422520664520562,0.0991735532879829,0.669421494007111,0.322727272727273,0.00555555555555556,0.633333333333333,0.598217468805704,0.0483660130718955,0.824836601307189,237.400855667061,129.701824705692,337.007225444075,carnallite,24,representative_samples_within_polygon,0
PU-0171,172,44562.438351146,28214.9298275021,43048.6834302045,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,523.42067518714,176.712328767123,1943.83561643836,0.279149545597917,0.26536312849162,0.287709497206704,0.624046744532292,0.518777280097219,0.65,7.5,7.5,7.5,0.0333639422638549,0,0.148760333657265,0.129722222222222,0,0.383333333333333,0.419542483660131,0.0261437908496732,0.87843137254902,50.9897519348114,14.2331604797218,104.132492212444,carnallite,27,representative_samples_within_polygon,0
PU-0172,174,65309.1382997516,29018.3865079904,43048.6834302045,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,611.753543983584,314.155251141553,1040.63926940639,0.286939195129444,0.247486033519553,0.426256983240223,0.637485134242341,0.481490117201067,0.65,7.5,7.5,7.5,0.0665748385815985,0,0.330578505992889,0.412581699346405,0.0222222222222222,0.938888888888889,0.427566320645905,0.0287581699346405,0.70718954248366,491.633321534809,344.10339830997,606.773306975782,mixed_salts,36,representative_samples_within_polygon,0
PU-0173,167,61871.8152313432,26966.0334329607,43041.3112291139,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,1358.3060378119,1040.63926940639,1747.48858447489,0.389148323953024,0.274301675977654,0.466480446927374,0.427040657976412,0.384078212290503,0.65,7.5,7.5,7.5,0.561294769247373,0.264462798833847,0.760330557823181,0.27015873015873,0.00555555555555556,0.527777777777778,0.506778711484594,0.0222222222222221,0.881045751633987,857.594171771987,697.462180218192,1013.40466901274,carnallite,36,representative_samples_within_polygon,0
PU-0174,175,39774.7383630063,29239.024871026,43041.3112291139,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,223.130396679964,66.7230912401041,626.728312469369,0.281167118657779,0.247486033519553,0.305586592178771,0.539193798882025,0.3,0.65,7.50806785577487,7.5,7.6936285385969,0.350895317271352,0.0578512400388718,0.495867758989334,0.575555555555556,0.155555555555556,1,0.413921568627451,0.0810457516339869,0.759477124183007,338.819179473221,212.901901250949,475.571809916761,sylvinite,24,representative_samples_within_polygon,0
PU-0175,176,37196.746061702,29447.1742701163,43041.3112291139,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,93.2627395603912,0,137.442922374429,0.282925052227777,0.247486033519553,0.354748603351955,0.631120845341383,0.574155985283319,0.65,8.3350989741363,7.5,12.5,0.0873671783400433,0,0.239669427275658,0.585470085470085,0.0222222222222222,1,0.425641025641026,0.0784313725490197,0.766013071895425,239.104241937139,86.2566423142767,373.998764690307,replacement_rock_salt,28,representative_samples_within_polygon,0
PU-0176,166,71201.6921313081,26678.7872622161,43011.8224247518,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,902.512835929199,353.424657534246,1826.02739726027,0.430344934536995,0.292178770949721,0.506703910614525,0.409754483975301,0.384078212290503,0.479888268156425,7.5,7.5,7.5,0.511309262953306,0.198347106575966,0.735537171363831,0.245945945945946,0.00555555555555556,0.505555555555556,0.475181063416358,0.0627450980392157,0.843137254901961,915.754731605213,712.069935292321,1076.86567486342,carnallite,38,representative_samples_within_polygon,0
PU-0177,191,3437.32306840787,28864.3559526636,42997.0780225707,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,778.569973069821,749.83415366803,811.364286941364,0.2653759293726,0.263382885216634,0.26842004395824,0.648843217288302,0.648314632158901,0.649346090804736,7.5,7.5,7.5,0.202479340136051,0.181818187236786,0.223140493035316,0.563888888888889,0.422222222222222,0.905555555555556,0.712091503267974,0.650980392156863,0.766013071895425,602.81034307737,585.614135302598,616.538741525722,mixed_salts,4,representative_samples_within_polygon,0
PU-0178,189,23201.9307117531,28443.8941665013,42960.217017118,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,359.969558599695,39.2694063926938,1786.75799086758,0.285025336777424,0.275985703413037,0.287709497206704,0.606656560232741,0.337150837988827,0.65,7.5,7.5,7.5,0.00183654721412394,0,0.00826446246355772,0.107638888888889,0,0.394444444444444,0.420098039215686,0.0209150326797386,0.8,238.376235915707,129.97990597603,346.066714283992,carnallite,18,representative_samples_within_polygon,0
PU-0179,190,7488.45382760308,28647.8805776098,42960.217017118,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,153.013346913142,78.5388127853876,211.341488805764,0.283155792264152,0.26536312849162,0.287709497206704,0.579349715591294,0.337150837988827,0.65,7.5,7.5,7.5,0.00413223123177886,0,0.00826446246355772,0.168518518518519,0.0111111111111111,0.466666666666667,0.330936819172113,0.049673202614379,0.610457516339869,440.163822354042,417.053126157211,454.825401211827,carnallite,8,representative_samples_within_polygon,0
PU-0180,188,2946.27691577825,26050.1760769636,42952.8448160275,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,196.34703196347,78.5388127853876,314.155251141553,0.647486033519553,0.636312849162011,0.658659217877095,0.498463687150838,0.495530726256983,0.503351955307263,17.3754956720801,15.9796813760264,18.3952296227501,0.289256203919649,0.239669427275658,0.338842988014221,0.131944444444444,0.0111111111111111,0.25,0.472222222222222,0.266666666666667,0.615686274509804,502.09412822334,482.935064354754,521.253192091926,carnallite,4,representative_samples_within_polygon,0
PU-0181,182,23570.2153262265,24468.2406438778,42938.1004138464,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,390.857294218591,78.5388127853876,2022.37442922374,0.493051835112098,0.484357541899441,0.507935882190498,0.576219739292365,0.493575418994413,0.640223463687151,7.5,7.5,7.5,0.868870516618093,0.809917330741882,0.917355358600616,0.0576923076923077,0,0.227777777777778,0.258119658119658,0.0235294117647059,0.759477124183007,285.281133840742,193.640539873014,372.646520592339,carnallite,15,representative_samples_within_polygon,0
PU-0182,193,4051.13075919515,28756.1182651367,42930.7282127559,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,712.612954232346,467.77187222232,1060.27397260274,0.275451709847164,0.26536312849162,0.283240223463687,0.591666666666667,0.305865921787709,0.65,7.5,7.5,7.5,0.0619834686319033,0,0.132231399416924,0.474444444444444,0.383333333333333,0.561111111111111,0.621176470588235,0.491503267973856,0.743790849673203,542.292293048069,529.803329102655,554.781256993483,mixed_salts,6,representative_samples_within_polygon,0
PU-0183,183,35846.3691419686,24643.0861391136,42923.3560116653,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,219.7357759241,0,370.755589534692,0.472721334196818,0.345810055865922,0.537988826815642,0.521166977032899,0.493575418994413,0.628491620111732,7.5,7.5,7.5,0.863789410502822,0.768595039844513,0.925619840621948,0.0738425925925926,0,0.238888888888889,0.234041394335512,0.0274509803921569,0.741176470588235,368.971335963214,202.06239923398,480.131850562945,carnallite,27,representative_samples_within_polygon,0
PU-0184,179,142157.861186302,22437.098983803,42908.6116094842,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,354.486304251205,0,1197.71689497717,0.446613669634225,0.399441340782123,0.466480446927374,0.405160435467698,0.384078212290503,0.65,8.24202942697229,7.5,12.5,0.481987710182483,0.0661156997084618,0.867768585681915,0.337037037037037,0.0388888888888889,0.833333333333333,0.258066735466116,0.0326797385620915,0.50718954248366,300.066445340963,4.86323110090905,542.491053384264,carnallite,78,representative_samples_within_polygon,0
PU-0185,187,46772.1460379802,25783.7448461281,42879.1228051221,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,198.334803949648,39.2694063926938,333.789954337899,0.746554934823091,0.578212290502793,0.824022346368715,0.517473618870267,0.489664804469274,0.644134078212291,17.5,17.5,17.5,0.714416900166759,0.446280986070633,0.826446294784546,0.00833333333333333,0,0.111111111111111,0.214161220043573,0.0352941176470588,0.615686274509804,353.441504072857,226.049706002428,462.763205343295,carnallite,27,representative_samples_within_polygon,0
PU-0186,192,36582.9383709127,23512.8943733106,42871.7506040315,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,253.870393998734,39.2694063926938,530.13698630137,0.521522927230531,0.399441340782123,0.613966480446927,0.544739292364991,0.487709497206704,0.65,7.5,7.5,7.5,0.772727270921071,0.636363625526428,0.892561972141266,0.157716049382716,0.00555555555555556,0.35,0.384458968772694,0.0901960784313726,0.769934640522876,66.5996518654111,0.238371966622857,139.150584726884,carnallite,24,representative_samples_within_polygon,0
PU-0187,177,41247.8768208958,20964.4740530742,42864.378402941,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,234.915198956295,0,530.13698630137,0.285908824348872,0.26536312849162,0.34227105149851,0.606385192234128,0.57541792368117,0.644992594289914,17.825294414939,7.5,27.5,0.897579701883452,0.677685976028442,1,0.186507936507936,0.111111111111111,0.283333333333333,0.0950513538748833,0.0562091503267974,0.143790849673203,1452.39600280402,1310.46944399609,1576.91631062479,carnallite,28,representative_samples_within_polygon,0
PU-0188,194,18659.7537999293,23874.3210251404,42864.378402941,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,393.07094182549,39.2694063926938,1119.17808219178,0.460095770151636,0.27877094972067,0.515642458100559,0.414944134078212,0.382122905027933,0.65,7.5,7.5,7.5,0.805785119533539,0.760330557823181,0.867768585681915,0.114285714285714,0,0.238888888888889,0.349953314659197,0.111111111111111,0.735947712418301,212.185849121631,163.854236172188,270.176139196372,carnallite,14,representative_samples_within_polygon,0
PU-0189,181,60398.6767734544,24110.2236774426,42864.378402941,Figure 13 clean red vector overlay (image15),red-line closed-region segmentation,D,12,218.326910834985,0,333.789954337899,0.451054748266248,0.287709497206704,0.506703910614525,0.488539021499915,0.382122905027933,0.65,7.5,7.5,7.5,0.905083900148218,0.809917330741882,0.966942131519318,0.0596491228070175,0,0.227777777777778,0.349501203990368,0.0836601307189543,0.894117647058824,60.6933239978252,3.24452988505147,143.751556177341,carnallite,33,representative_samples_within_polygon,0
