fit_id,role,model_id,fold_id,seed,manifest_path,manifest_content_sha256,ranking_policy,selection_policy,keep_top_k,retained_checkpoint_count,top_k_fully_populated,selected_epoch,selected_metric,latest_stage_epoch,ranked_checkpoint_bytes,resumed_from_recovery,persistence_scope,outer_labels_used_for_ranking
3a4d55ff7e33302759d83a3a01e08c5d819d9d266387f2f405900b95157c7b5a,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/3a4d55ff7e33302759d83a3a01e08c5d819d9d266387f2f405900b95157c7b5a/manifest.json,8911ab366c3f511d58ecffe637188d6cafc550801bf117720930cb217b2d3a82,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,12,10.949589729309082,112,749610,False,work_only,False
4690e7841f17c3ef0e15d67c84b6da408b24e664d8d958178826901ffc8f85a8,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/4690e7841f17c3ef0e15d67c84b6da408b24e664d8d958178826901ffc8f85a8/manifest.json,6d2c068e868fb4f698a35e2af5ff09d613a7b930fd58592aaa39403742d0db58,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,14,11.161069869995117,114,348250,False,work_only,False
60f16d1a521cdb545c78e3bae168533f053c76328b959f6addb132bb351b6d54,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/60f16d1a521cdb545c78e3bae168533f053c76328b959f6addb132bb351b6d54/manifest.json,797bb90c008b154fe4623673f514b73ad7659897bc673854c26bbc844e15c243,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,11,10.945199012756348,111,749610,False,work_only,False
667662ee1483a29c0c54c3989f69b838214770a2649dd2641ca43290cfefeac7,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/667662ee1483a29c0c54c3989f69b838214770a2649dd2641ca43290cfefeac7/manifest.json,00b72da3d35a1605fe2172b9bd78702a84d0bfdca3fb2de058316e8026ff1792,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,21,11.59946346282959,121,299370,False,work_only,False
6c33e0800f824d1676192ef6785a03cd545e8be0cd5ae9e125d3e73b38f85eee,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/6c33e0800f824d1676192ef6785a03cd545e8be0cd5ae9e125d3e73b38f85eee/manifest.json,2ab722bb7c68e6d5c202f4e304857101c9f764a73c3696433e78970832ea76a5,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,22,11.643843650817871,122,299370,False,work_only,False
83d27498711d399fb7cc3a858f050dcebb672fcd8e05bdbb61ee6390b7e8f3d3,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/83d27498711d399fb7cc3a858f050dcebb672fcd8e05bdbb61ee6390b7e8f3d3/manifest.json,1ecf971f36f34bc7b19b8c795b8012427ab47e0a7bbc2b8733a6e0d33c8fbbde,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,11,10.947493553161621,111,749610,False,work_only,False
9743bcb21bdc2fc559dc095a03c1b20e7eceab57657b9dbc187c61c9298f7c0a,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/9743bcb21bdc2fc559dc095a03c1b20e7eceab57657b9dbc187c61c9298f7c0a/manifest.json,8690304419317a57e58dabcf7d581ff6ae87a40af6d9537edc30155b905a8990,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,14,11.180572509765625,114,348250,False,work_only,False
a0ec319489d3bba4ecae6b043d61320bf73b2659da1ab84f2dc0a5249cb979fa,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/a0ec319489d3bba4ecae6b043d61320bf73b2659da1ab84f2dc0a5249cb979fa/manifest.json,5ad7481f5bc293ec470ce3a773a5628134dfc7c9dbf8487fa3ed941b182af2c5,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,22,11.645013809204102,122,299370,False,work_only,False
bca1b9875ace348aba5177ad9bdc9b55dd928d2498a979155851d7240c164d6c,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/bca1b9875ace348aba5177ad9bdc9b55dd928d2498a979155851d7240c164d6c/manifest.json,5e32129b2d75ac48c44043b77d43427bbedaa09986709879816037984d3c8f91,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,21,11.597711563110352,121,299370,False,work_only,False
c45d79267de8bd79d1245a5feabe4f7d30653bc6851b7bfcef55fb1c4f9509a2,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/c45d79267de8bd79d1245a5feabe4f7d30653bc6851b7bfcef55fb1c4f9509a2/manifest.json,13fe7ff939efbad511b6dc0a7e0e3d4bb066d3ac15fb08c7331bfa07457a3795,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,14,11.181501388549805,114,348250,False,work_only,False
cb0f4e4bf26f7032c4342af5f9c902df1a7ae06383645183427cfab14ef81d7c,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/cb0f4e4bf26f7032c4342af5f9c902df1a7ae06383645183427cfab14ef81d7c/manifest.json,37a01d24902c3ee78055de59c1998246c76c8c446cca6384cc1e582384c0724e,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,25,11.771529197692871,125,180250,False,work_only,False
ebd5c763c39a4e586aedadc2e716d5cf83afe5221a64cced6c9e84611116c6c9,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42119,work/gate_c1/checkpoints/inner/ebd5c763c39a4e586aedadc2e716d5cf83afe5221a64cced6c9e84611116c6c9/manifest.json,30ac726305b169a553c454f4feceff8c1cbe0da03eb4c2d0ee323f57c13cfbea,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,24,11.784984588623047,124,180250,False,work_only,False
326edaa7b65c491042ddb80f30d44c1163cd08e419e37d36c355e4f24addfd41,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/326edaa7b65c491042ddb80f30d44c1163cd08e419e37d36c355e4f24addfd41/manifest.json,cc49dfccd3e2dce51658ab1336ffd1b7982c6ac52e03a954da669656aebc9fc6,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,27,11.783589363098145,127,299050,False,work_only,False
41e5c99c2f3b86aa379c390647f21d06200228663ecbce543e7f11f1fb1805fa,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/41e5c99c2f3b86aa379c390647f21d06200228663ecbce543e7f11f1fb1805fa/manifest.json,c929100b2f331d7087ca62ec1e2f06e84c62e6fc46b192da03927cb2e353243d,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,76,11.43963623046875,176,749290,False,work_only,False
61dc2d761c7b5448e0c24e720550e9ec9c74dac52170475ca76680ab6cda6e81,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/61dc2d761c7b5448e0c24e720550e9ec9c74dac52170475ca76680ab6cda6e81/manifest.json,627d90c10420eb14311284e5cd3cceb08369da7ace2f0b250c958fd300449140,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,16,11.634427070617676,116,348250,False,work_only,False
643257571ad04aeab4d14b36d9f78b3e9dd9fa4ca43498cdea0b63f27fed483b,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/643257571ad04aeab4d14b36d9f78b3e9dd9fa4ca43498cdea0b63f27fed483b/manifest.json,0b4e356743e66ec679bf611cadd104e704e78da5725b16fa095ad8d3698a8131,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,35,11.653182983398438,135,180250,False,work_only,False
826ac91f4e5481afd03e81ded64bf9c2a0586b6af99020cee714fe88b03987b6,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/826ac91f4e5481afd03e81ded64bf9c2a0586b6af99020cee714fe88b03987b6/manifest.json,1fc980f1a7eba3ddf608dba6247c5013d512dcf10239c912d200d8ee4312c85c,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,76,11.439809799194336,176,749290,False,work_only,False
84e0764d0ad3dcb885b67ebc250e2e734e6b5ffd68db16b80a3082d565da07f3,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/84e0764d0ad3dcb885b67ebc250e2e734e6b5ffd68db16b80a3082d565da07f3/manifest.json,4cdbc8c0b6000a8189cd14fa88610c0e34a709d8c99b7e30624a2dd9b156fe0e,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,13,11.648100852966309,113,749290,False,work_only,False
87878b74e5a8131e2a2fe604668d51a1e3e23b9dac43ec81242d815598e376ad,inner,C01_compact_gru,rolling_origin_2021-05-18__inner_1_2020-06-02,42120,work/gate_c1/checkpoints/inner/87878b74e5a8131e2a2fe604668d51a1e3e23b9dac43ec81242d815598e376ad/manifest.json,a95517dada596fd2bb6d75887db4faed7d657f01bb5b2fa18605dcb3f8f1cc56,metric_ascending_then_epoch,rank_1_inner_objective,5,5,True,34,11.770950317382812,134,299050,False,work_only,False
