model_id,family,aggregation,seed,fold_id,target_date,rows,fit_seconds,inference_seconds,peak_ram_mb,peak_vram_mb,parameter_count,epoch_count,n,mae,median_absolute_error,rmse,bias,absolute_bias,p90_absolute_error,p95_absolute_error,max_absolute_error,r2_descriptive,precision_weighted_mae,precision_weighted_rmse,b1_mae,b1_skill,mase,mase_available,direction_accuracy,direction_neutral_fraction,b1_fold_mae,fold_mae_ratio_vs_b1
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2021-05-18,2021-05-18,84,0.0005810000002384,0.0634353000059491,193.71484375,0.0,0,0,84,4.577791395878758,4.053095632785334,6.167929550241382,-0.6364466597031526,0.6364466597031526,8.285174224025852,10.256736563584376,25.868334540824247,0.8441325407024739,4.560352586456425,6.164602687812697,4.847109727074055,0.05556266442473756,0.5843191070420727,True,0.4880952380952381,0.5,4.847109727074055,0.9444373355752624
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2021-07-13,2021-07-13,12,0.000526699994225,0.0104588000103831,193.71484375,0.0,0,0,12,5.186214872996455,5.443166303864209,5.897519847076703,0.07965781439499242,0.07965781439499242,8.040183494106575,8.688819173787577,9.446656214627655,0.7418349628894563,5.186214872996457,5.897519847076702,6.930570676489801,0.2516900678050409,0.862759876513189,True,1.0,1.0,6.930570676489801,0.7483099321949591
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2021-11-02,2021-11-02,91,0.0005697000015061,0.0750673000002279,193.71484375,0.0,0,0,91,5.743942188690407,3.568581331414478,10.09427295724064,-0.13384196416409014,0.13384196416409014,9.621653739266723,14.729579718484924,68.21185638617108,0.6975443132906727,5.947154025260386,10.300968234355285,6.097705185018902,0.05801575930526037,0.9531126328482691,True,0.5604395604395604,0.5824175824175825,6.097705185018902,0.9419842406947396
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2022-03-01,2022-03-01,14,0.0005723000067519,0.0165765999990981,193.71484375,0.0,0,0,14,4.312408406273193,2.492837542974627,6.66854292283357,-1.02922356697227,1.02922356697227,9.359807970160421,14.065100854528886,20.135788554146174,0.9452738000056422,4.421824467586407,6.823221731328182,5.806703046969976,0.2573396002188415,0.7117513281758766,True,0.7142857142857143,0.6428571428571429,5.806703046969976,0.7426603997811585
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2022-05-17,2022-05-17,89,0.0004888999974355,0.096166200004518,193.71484375,0.0,0,0,89,4.045858829649234,2.7014121553007726,6.100007024494273,-1.3083274256856705,1.3083274256856705,9.215301837110829,12.54800167476645,26.91922672087746,0.8900402978796721,3.6565331398153202,5.323159006387851,4.483330681766071,0.09757742249440948,0.6687495470086338,True,0.651685393258427,0.6629213483146067,4.483330681766071,0.9024225775055905
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2022-07-19,2022-07-19,13,0.0005296000017551,0.0227155000029597,193.71484375,0.0,0,0,13,11.337209038345874,12.719064556319871,14.473530719099463,2.470868702822647,2.470868702822647,20.565858513521786,24.979866140345536,31.024730083751052,0.517677767539688,11.337209038345875,14.473530719099463,12.234021875457897,0.07330482536663419,1.9654106181189261,True,0.6153846153846154,0.5384615384615384,12.234021875457897,0.9266951746333658
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2022-10-18,2022-10-18,90,0.0006290000019362,0.1168005999934393,193.71484375,0.0,0,0,90,6.458555648465503,3.6388562550095673,13.877626246980734,-0.9359606830224414,0.9359606830224414,12.153935794913933,15.80850317324767,105.29997170009857,0.7305626164853392,5.972474382579824,10.770608071382563,7.683236611748699,0.1593964920214086,1.0867903285653826,True,0.6666666666666666,0.6111111111111112,7.683236611748699,0.8406035079785914
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2023-01-17,2023-01-17,12,0.0005449000018415,0.0155708999955095,193.71484375,0.0,0,0,12,10.421515823189903,6.614707077982614,14.177405292746398,1.7046114841862672,1.7046114841862672,24.72349268542455,27.863261898015836,31.39997745033348,0.8357629304788352,10.164835639257578,14.000550134584142,8.344330682014652,-0.24893370365251832,1.680385101064583,True,0.5,0.5833333333333334,8.344330682014652,1.2489337036525183
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2023-05-16,2023-05-16,88,0.0005266000080155,0.1191094999958295,193.71484375,0.0,0,0,88,4.742259092225739,3.1677709144980706,6.969901709770508,-1.461672807003591,1.461672807003591,10.369324965788294,15.74618913499335,29.556240827191587,0.9400194882402626,4.354833779735923,6.5228136695478005,6.278201475220701,0.24464687682565467,0.7595312097795153,True,0.5454545454545454,0.48863636363636365,6.278201475220701,0.7553531231743453
B7_two_regime_imm,imm_damped_acceleration,single_seed,42117,rolling_origin_2023-07-25,2023-07-25,14,0.0005720000044675,0.0242136000015307,193.71484375,0.0,0,0,14,11.811647653961774,6.2052763928151276,17.764846255831547,-10.737017993949346,10.737017993949346,35.457542378870784,40.04059839638068,40.51815980019907,0.793510420775419,11.873169384022178,17.85490654113062,13.514482114265329,0.12600071877753372,1.8931933429585048,True,0.7142857142857143,0.6428571428571429,13.514482114265329,0.8739992812224663
