design,model_id,interval_source,dimension,segment,support_status,distribution_family,n,coverage_50,mean_width_50,median_width_50,interval_score_50,coverage_80,mean_width_80,median_width_80,interval_score_80,coverage_95,mean_width_95,median_width_95,interval_score_95,weighted_interval_score,crps,nll,quantile_crossing_rate,native_interval_status
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,profile,P-V06,DESCRIPTIVE_LOW_SUPPORT,distribution_free_conformal,19,0.6842105263157895,11.613784297860699,8.677643630487054,13.663522172840505,1.0,34.08700158199401,27.33495808074774,34.08700158199401,1.0,90.91757584046267,79.59663943729791,90.91757584046267,3.1132927481095405,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,zone,GEO_NE,ELIGIBLE_SUPPORT,distribution_free_conformal,103,0.7378640776699029,11.450708547168945,10.072097338620516,13.897324783726956,0.9902912621359223,33.71857955820278,30.30331874182957,33.93590649707596,1.0,91.19524760391056,90.14074902931887,91.19524760391056,3.138248563035979,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,zone,GEO_NW,DESCRIPTIVE_LOW_SUPPORT,distribution_free_conformal,24,0.625,8.308736600223478,7.703337742261203,12.704952439534622,0.9583333333333334,23.334561695291523,20.929243690927457,24.174941828798097,1.0,81.06141562062685,87.1926778939148,81.06141562062685,2.7570639745866914,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,zone,GEO_SE,DESCRIPTIVE_LOW_SUPPORT,distribution_free_conformal,22,0.45454545454545453,8.02536910631243,5.697170279895744,17.608963323931633,0.8636363636363636,20.822599670068826,13.48727642751591,35.15643421726614,0.9545454545454546,71.66485336029065,55.68165770934161,91.25166691181822,3.6934803796252256,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,zone,GEO_SW,ELIGIBLE_SUPPORT,distribution_free_conformal,117,0.3247863247863248,5.736763933970803,5.972262084374229,32.18625614416084,0.6068376068376068,12.369218273297552,12.127567073341368,62.383402387179345,0.7777777777777778,23.764142876810187,23.706109574457003,157.79034113400792,6.503070126983423,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,gap,gap,ELIGIBLE_SUPPORT,distribution_free_conformal,202,0.5841584158415841,9.198332282169387,7.848183997314649,18.12471366714527,0.8663366336633663,25.21104744674136,21.720082912633153,37.51759425397459,0.9405940594059405,67.59591697887197,73.23590186477682,93.65392792611412,3.763931926331749,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,conformalized,gap,no_gap,ELIGIBLE_SUPPORT,distribution_free_conformal,64,0.328125,5.758266224671971,5.0424950077998645,34.81781738285433,0.625,13.214176900897762,11.124237896103384,71.39597759167108,0.765625,31.894386544982513,21.71926384265236,201.39840034002674,7.362666585509196,,,,
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,overall,all,ELIGIBLE_SUPPORT,native_state_space_scale,266,0.3533834586466165,5.538210731806401,5.356646189411828,21.23178537264571,0.6353383458646616,10.522773150517231,10.177794856205852,37.52513998503308,0.8007518796992481,16.093192772726614,15.565594000677953,93.94785028322492,4.149098052559039,4.905153588453924,5.230581544424415,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,transition,accelerating,ELIGIBLE_SUPPORT,native_state_space_scale,43,0.3023255813953488,6.501596222211964,6.532104195394922,43.49585969895659,0.5348837209302325,12.353235634333004,12.411201735052614,87.13090276795647,0.5813953488372093,18.892643563304883,18.981295064180205,257.40886796152563,9.16790226083556,10.264458272962306,7.958312615388666,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,transition,decelerating,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,20,0.25,6.589459021339948,6.627726584994129,40.243958753473514,0.55,12.520177693486408,12.5928872581556,78.32956994291267,0.7,19.14795941031614,19.259159093508472,236.52469268339837,8.420334925621132,9.47992537749997,12.779269313051238,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,transition,stable,ELIGIBLE_SUPPORT,native_state_space_scale,182,0.36813186813186816,5.18142416664312,4.859622773025443,12.861520670673514,0.6538461538461539,9.844867547033475,9.233434860821003,18.367875861200474,0.8626373626373627,15.056425619950025,14.121320021262884,27.565335248999958,2.2133112952166036,2.866131989631625,3.171896771474481,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,transition,volatile_or_gap,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,21,0.42857142857142855,5.656525635692452,5.557095201785726,30.078904996979812,0.7619047619047619,10.747575158640183,10.558654232563994,63.119695780949044,0.8095238095238095,16.43699777552104,16.148068152249945,198.76961828601253,6.581472882044333,7.245934244209967,10.29793569932389,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-D01,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,21,0.2857142857142857,5.333527417702034,5.021096085141059,31.291255738517016,0.47619047619047616,10.133868468785519,9.540239190872393,59.518483945236184,0.5714285714285714,15.498414388378695,14.590536753050133,164.21410187723936,6.354921466173398,7.253694687116574,6.548594151257432,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H01,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,20,0.35,6.493831100564923,6.520723895888821,20.74508131479295,0.75,12.338481660976827,12.38957881099163,36.69853621225646,0.85,18.87007930823748,18.94822565555132,86.27231588775943,4.0634096535008055,4.876194293861118,3.8894467311308603,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H02,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,20,0.15,6.302209051605002,6.402537399183828,40.80776452976049,0.45,11.974393790455352,12.16502078051824,78.31516671401543,0.6,18.3132549613945,18.60479378437254,220.9619150844041,8.39138887929325,9.576608298672676,7.174569472692004,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H03,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,19,0.3684210526315789,6.27859364339084,6.2072299089794996,19.543397775061568,0.6842105263157895,11.929523778184544,11.79393045666798,31.686011026406117,0.8947368421052632,18.24463219942293,18.037260109323938,69.95169124789665,3.659128461118053,4.494201481727771,4.101571709879724,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H04,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,20,0.3,6.7432316462931,6.952477326967298,65.70377166431174,0.55,12.8123504777123,13.209923798246095,142.09117916312505,0.6,19.594799123786576,20.20283504712385,483.8809205314084,14.732258161539278,15.80336614131493,21.884490557989906,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H05,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,13,0.23076923076923078,5.235936435913882,5.232793988951897,22.36900017238734,0.3076923076923077,9.948442559114865,9.942471811860955,35.74976767585564,0.46153846153846156,15.214829931439091,15.205698461513819,56.40842122115478,3.9738447531726853,4.996979065472355,4.189241714502373,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H06,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,17,0.7058823529411765,6.079575437650633,6.169968851304821,7.626701179304407,1.0,11.551382979063293,11.723133284756996,11.551382979063293,1.0,17.66631575294589,17.92898517846397,17.66631575294589,1.3545811646377282,1.7274391280698556,2.6226659825375727,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-H07,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,19,0.3684210526315789,4.99887830269267,4.919145961096373,11.80388014794119,0.6842105263157895,9.498024711154379,9.346530774934344,15.89779066061685,0.8947368421052632,14.525975277649614,14.294285295872491,21.05689250249712,1.9503252490087437,2.5513757273913726,2.9594582672772125,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-V01,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,18,0.3888888888888889,4.507040444427158,4.548137553983077,11.693942600108329,0.6111111111111112,8.563517437958561,8.641603228106497,17.156426445533253,0.8333333333333334,13.096769736492796,13.216191647018318,21.395577340226108,1.9906478470893312,2.5859367819037575,3.0054656605286167,0.0,VALID
spatiotemporal_leave_zone_out,B6_adaptive_kalman,native,profile,P-V02,DESCRIPTIVE_LOW_SUPPORT,native_state_space_scale,21,0.19047619047619047,5.096383856079474,4.917342943690606,20.295200097473312,0.3333333333333333,9.683288304197601,9.343104985619693,30.54517213803124,0.7142857142857143,14.809311492729565,14.289046003240134,52.83879293252314,3.583628345000445,4.536976880062244,4.087212243117145,0.0,VALID
