point_id,profile_label,figure_order,distance_label_as_printed_km,distance_value_from_label_km,method,observation_interval_label,source_pixel_x,source_pixel_y,signed_displacement_mm,digitization_envelope_half_width_mm,reading_status,reading_envelope_interpretation,source_file,source_sha256,pdf_page,provenance,eligible_as_t1_time_series,mapped_synthetic_point_id,input_table,input_row_number,input_table_sha256,origin_class,provenance_hash,reading_priority
SUP01-P1-RADAR-2011_2016-005,1,5,0.500000000,0.500000000,radar,2011-2016,349.038461538,149.500000000,-69.900000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,34,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-006,1,6,0.600000000,0.600000000,radar,2011-2016,404.423076923,171.500000000,-96.100000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,35,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-007,1,7,0.700000000,0.700000000,radar,2011-2016,459.807692308,235.500000000,-172.500000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,36,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-008,1,8,0.800000000,0.800000000,radar,2011-2016,515.192307692,271.500000000,-215.500000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,37,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-009,1,9,0.900000000,0.900000000,radar,2011-2016,570.576923077,303.500000000,-253.700000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,38,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-010,1,10,1.000000000,1.000000000,radar,2011-2016,625.961538462,324.500000000,-278.800000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,39,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-011,1,11,1.100000000,1.100000000,radar,2011-2016,681.346153846,347.500000000,-306.300000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,40,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-012,1,12,1.200000000,1.200000000,radar,2011-2016,736.730769231,353.500000000,-313.400000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,41,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-013,1,13,1.300000000,1.300000000,radar,2011-2016,792.115384615,358.500000000,-319.400000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,42,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2011_2016-014,1,14,1.400000000,1.400000000,radar,2011-2016,847.500000000,400.500000000,-369.600000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,43,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-001,1,1,0.000000000,0.000000000,radar,2015-2016,127.500000000,91.500000000,-0.600000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,44,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-002,1,2,0.200000000,0.200000000,radar,2015-2016,182.884615385,92.500000000,-1.800000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,45,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-003,1,3,0.300000000,0.300000000,radar,2015-2016,238.269230769,96.000000000,-6.000000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,46,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-004,1,4,0.400000000,0.400000000,radar,2015-2016,293.653846154,99.500000000,-10.100000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,47,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-005,1,5,0.500000000,0.500000000,radar,2015-2016,349.038461538,96.000000000,-6.000000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,48,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-006,1,6,0.600000000,0.600000000,radar,2015-2016,404.423076923,99.500000000,-10.100000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,49,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-007,1,7,0.700000000,0.700000000,radar,2015-2016,459.807692308,115.500000000,-29.300000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,50,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-008,1,8,0.800000000,0.800000000,radar,2015-2016,515.192307692,121.500000000,-36.400000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,51,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-009,1,9,0.900000000,0.900000000,radar,2015-2016,570.576923077,129.000000000,-45.400000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,52,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-010,1,10,1.000000000,1.000000000,radar,2015-2016,625.961538462,130.000000000,-46.600000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,53,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-011,1,11,1.100000000,1.100000000,radar,2015-2016,681.346153846,132.000000000,-49.000000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,54,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-012,1,12,1.200000000,1.200000000,radar,2015-2016,736.730769231,135.000000000,-52.500000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,55,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-013,1,13,1.300000000,1.300000000,radar,2015-2016,792.115384615,138.000000000,-56.100000000,9.600000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,56,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P1-RADAR-2015_2016-014,1,14,1.400000000,1.400000000,radar,2015-2016,847.500000000,151.500000000,-72.200000000,3.600000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_1/points.csv,57,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,DIGITIZED,aa60e9e03de1ef5d4caa1a78962efb5287e2984cf17c3da5d0054fba1bb3d109,accepted_atlas
SUP01-P5-LEVELING-2011_2016-001,5,1,0.000000000,0.000000000,leveling,2011-2016,116.000000000,386.500000000,-308.700000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,2,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-002,5,2,0.100000000,0.100000000,leveling,2011-2016,148.347826087,358.500000000,-279.500000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,3,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-003,5,3,0.150000000,0.150000000,leveling,2011-2016,180.695652174,318.500000000,-237.700000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,4,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-004,5,4,0.200000000,0.200000000,leveling,2011-2016,213.043478261,321.500000000,-240.800000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,5,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-005,5,5,0.250000000,0.250000000,leveling,2011-2016,245.391304348,284.000000000,-201.600000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,6,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-006,5,6,0.300000000,0.300000000,leveling,2011-2016,277.739130435,245.500000000,-161.400000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,7,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-007,5,7,0.350000000,0.350000000,leveling,2011-2016,310.086956522,214.500000000,-129.000000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,8,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-008,5,8,0.400000000,0.400000000,leveling,2011-2016,342.434782609,218.000000000,-132.700000000,8.400000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,9,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-009,5,9,0.450000000,0.450000000,leveling,2011-2016,374.782608696,213.500000000,-128.000000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,10,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-010,5,10,0.500000000,0.500000000,leveling,2011-2016,407.130434783,205.500000000,-119.600000000,8.400000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,11,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-011,5,11,0.550000000,0.550000000,leveling,2011-2016,439.478260870,209.000000000,-123.300000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,12,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-012,5,12,0.600000000,0.600000000,leveling,2011-2016,471.826086957,217.500000000,-132.200000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,13,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-013,5,13,0.650000000,0.650000000,leveling,2011-2016,504.173913043,225.000000000,-140.000000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,14,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-014,5,14,0.700000000,0.700000000,leveling,2011-2016,536.521739130,237.000000000,-152.500000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,15,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-015,5,15,0.750000000,0.750000000,leveling,2011-2016,568.869565217,265.500000000,-182.300000000,8.400000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,16,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-016,5,16,0.800000000,0.800000000,leveling,2011-2016,601.217391304,272.500000000,-189.600000000,3.100000000,digitized_marker_or_visible_curve,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,17,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
SUP01-P5-LEVELING-2011_2016-017,5,17,0.850000000,0.850000000,leveling,2011-2016,633.565217391,313.000000000,-231.900000000,8.400000000,partially_occluded_approximation,digitization_bound_not_measurement_sigma_or_confidence_interval,geokniga-02obrabotka.pdf,4d20f03c0c3a7bb7039c405e2aff2780a30d9f6e52e99fe5da50fa4c9ccbe947,15,D_published_graph,False,,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/profile_5/points.csv,18,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,DIGITIZED,63553b4642da045cbdf9c324574e96728bff5becae7c8f9005dbde9068c89f95,accepted_atlas
